split,graph_id,contract,interaction_id,function,label,status,confidence,source_path,source_span,external_calls,state_vars
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:credit,credit,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L50-L52,Controller(controller).balanceOf(address(this)),controller
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:getAave,getAave,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L64-L66,LendingPoolAddressesProvider(aave).getLendingPool(),aave
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:getAaveCore,getAaveCore,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L68-L70,LendingPoolAddressesProvider(aave).getLendingPoolCore(),aave
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:harvest,harvest,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L95-L99,"IERC20(reserve).safeTransfer(controller, amount)",controller|token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:balance,balance,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L102-L104,token.balanceOf(address(this)).sub(insurance)|token.balanceOf(address(this)),insurance|token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:getAaveOracle,getAaveOracle,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L111-L113,LendingPoolAddressesProvider(aave).getPriceOracle(),aave
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:_rebalance,_rebalance,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L151-L162,"Controller(controller).withdraw(address(this), _over)",controller
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:claimInsurance,claimInsurance,1,review_confirmed_positive,medium,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L168-L172,"token.safeTransfer(controller, insurance)",controller|insurance|token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:maxSafeETH,maxSafeETH,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L174-L178,Aave(getAave()).getUserAccountData(address(this)),healthFactor
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:earn,earn,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L212-L224,"Aave(getAave()).borrow(_reserve, _borrow, 2, 7)|IERC20(_reserve).balanceOf(address(this))|IERC20(_reserve).safeTransfer(controller, _balance)|Controller(controller).earn(address(this), _balance)",controller
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:depositAll,depositAll,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L226-L228,token.balanceOf(msg.sender),token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:deposit,deposit,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L230-L250,"token.safeTransferFrom(msg.sender, address(this), _amount)",insurance|token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:reserve,reserve,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L252-L254,Controller(controller).want(address(this)),controller
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:underlying,underlying,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L256-L258,AaveToken(address(token)).underlyingAssetAddress(),token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,yDelegatedVault,i:withdraw,withdraw,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L281-L286,"token.safeTransfer(msg.sender, r)",token
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:deposit,deposit,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L66-L73,"IERC20(want).balanceOf(address(this))|IERC20(want).safeApprove(crYFI, 0)|IERC20(want).safeApprove(crYFI, _want)|cToken(crYFI).mint(_want)",crYFI|want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:withdraw,withdraw,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L86-L104,"IERC20(want).balanceOf(address(this))|IERC20(want).safeTransfer(Controller(controller).rewards(), _fee)|Controller(controller).rewards()|Controller(controller).vaults(address(want))|IERC20(want).safeTransfer(_vault, _amount.sub(_fee))",controller|want|withdrawalFee|withdrawalMax
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:withdrawAll,withdrawAll,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L107-L120,"IERC20(want).balanceOf(address(this))|Controller(controller).vaults(address(want))|IERC20(want).safeTransfer(_vault, balance)",controller|want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:harvest,harvest,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L129-L150,"Creamtroller(creamtroller).claimComp(address(this))|IERC20(cream).balanceOf(address(this))|IERC20(cream).safeApprove(uni, 0)|IERC20(cream).safeApprove(uni, _cream)|Uni(uni).swapExactTokensForTokens(_cream, uint(0), path, address(this), now.add(1800))|IERC20(want).balanceOf(address(this))|IERC20(want).safeTransfer(Controller(controller).rewards(), _fee)|Controller(controller).rewards()",controller|cream|creamtroller|governance|performanceFee|performanceMax|strategist|uni|want|weth
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:_withdrawSome,_withdrawSome,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L152-L162,IERC20(want).balanceOf(address(this))|IERC20(want).balanceOf(address(this)),want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:balanceOfWant,balanceOfWant,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L164-L166,IERC20(want).balanceOf(address(this)),want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:_withdrawC,_withdrawC,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L168-L170,cToken(crYFI).redeem(amount),crYFI
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:balanceCInToken,balanceCInToken,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L172-L179,cToken(crYFI).exchangeRateStored(),crYFI
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyCreamYFI,StrategyCreamYFI,i:balanceC,balanceC,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyCreamYFI.sol#L181-L183,IERC20(crYFI).balanceOf(address(this)),crYFI
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:deposit,deposit,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L52-L71,"IERC20(want).balanceOf(address(this))|IERC20(want).safeApprove(y, 0)|IERC20(want).safeApprove(y, _want)|yERC20(y).deposit(_want)|IERC20(y).balanceOf(address(this))|IERC20(y).safeApprove(curve, 0)|IERC20(y).safeApprove(curve, _y)|ICurveFi(curve).add_liquidity([_y,0,0,0],0)|IERC20(ycrv).balanceOf(address(this))|IERC20(ycrv).safeApprove(yycrv, 0)|IERC20(ycrv).safeApprove(yycrv, _ycrv)|yERC20(yycrv).deposit(_ycrv)",curve|want|y|ycrv|yycrv
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:withdraw,withdraw,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L85-L97,"IERC20(want).balanceOf(address(this))|Controller(controller).vaults(address(want))|IERC20(want).safeTransfer(_vault, _amount)",controller|want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:withdrawAll,withdrawAll,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L100-L110,"IERC20(want).balanceOf(address(this))|Controller(controller).vaults(address(want))|IERC20(want).safeTransfer(_vault, balance)",controller|want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:withdrawUnderlying,withdrawUnderlying,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L112-L142,"IERC20(ycrv).safeApprove(curve, 0)|IERC20(ycrv).safeApprove(curve, _amount)|ICurveFi(curve).remove_liquidity(_amount, [uint256(0),0,0,0])|IERC20(yusdc).balanceOf(address(this))|IERC20(yusdt).balanceOf(address(this))|IERC20(ytusd).balanceOf(address(this))|IERC20(yusdc).safeApprove(curve, 0)|IERC20(yusdc).safeApprove(curve, _yusdc)|ICurveFi(curve).exchange(1, 0, _yusdc, 0)|IERC20(yusdt).safeApprove(curve, 0)|IERC20(yusdt).safeApprove(curve, _yusdt)|ICurveFi(curve).exchange(2, 0, _yusdt, 0)|IERC20(ytusd).safeApprove(curve, 0)|IERC20(ytusd).safeApprove(curve, _ytusd)|ICurveFi(curve).exchange(3, 0, _ytusd, 0)|IERC20(want).balanceOf(address(this))|yERC20(ydai).withdraw(IERC20(ydai).balanceOf(address(this)))|IERC20(ydai).balanceOf(address(this))|IERC20(want).balanceOf(address(this))",curve|want|ycrv|ydai|ytusd|yusdc|yusdt
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:_withdrawAll,_withdrawAll,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L144-L150,IERC20(yycrv).balanceOf(address(this))|yERC20(yycrv).withdraw(_yycrv)|IERC20(ycrv).balanceOf(address(this)),ycrv|yycrv
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:_withdrawSome,_withdrawSome,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L152-L161,ICurveFi(curve).get_virtual_price()|yERC20(yycrv).getPricePerFullShare()|IERC20(ycrv).balanceOf(address(this))|yERC20(yycrv).withdraw(_yycrv)|IERC20(ycrv).balanceOf(address(this)),curve|ycrv|yycrv
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:balanceOfWant,balanceOfWant,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L163-L165,IERC20(want).balanceOf(address(this)),want
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:balanceOfYYCRV,balanceOfYYCRV,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L167-L169,IERC20(yycrv).balanceOf(address(this)),yycrv
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:balanceOfYYCRVinYCRV,balanceOfYYCRVinYCRV,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L171-L173,yERC20(yycrv).getPricePerFullShare(),yycrv
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:balanceOfYYCRVinyTUSD,balanceOfYYCRVinyTUSD,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L175-L177,ICurveFi(curve).get_virtual_price(),curve
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:balanceOfYCRV,balanceOfYCRV,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L179-L181,IERC20(ycrv).balanceOf(address(this)),ycrv
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::StrategyDAICurve,StrategyDAICurve,i:balanceOfYCRVyTUSD,balanceOfYCRVyTUSD,0,scope_default,,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/strategies/StrategyDAICurve.sol#L183-L185,ICurveFi(curve).get_virtual_price(),curve
