review_priority,contract_id,source_path,function_name,source_span,predicted_score,current_label,vulnerability_type,risk_evidence,safety_protection_evidence,detected_safety_features,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,interaction_id,suggested_category,category,evidence,safety_feature_count
,DAPP::DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2::PikaStaking,DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2/contracts/staking/PikaStaking.sol,stake,DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2/contracts/staking/PikaStaking.sol#L67-L74,0.8434108817569425,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|require_assert_guard_before_call|nonreentrant_modifier|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary,state_update_before_external_call|require_assert_guard_before_call|nonreentrant_modifier|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary,"L6: IERC20(stakingToken).safeTransferFrom(msg.sender, address(this), amount);",L4: _totalSupply += amount;,"nonReentrant/modifier | L2: require(amount > 0, ""Cannot stake 0"");","1: function stake(uint256 amount) external nonReentrant whenNotPaused {\n2:         require(amount > 0, ""Cannot stake 0"");\n3:         updateReward(msg.sender);\n4:         _totalSupply += amount;\n5:         _balances[msg.sender] += amount;\n6:         IERC20(stakingToken).safeTransferFrom(msg.sender, address(this), amount);\n7:         emit Staked(msg.sender, amount);\n8:     }",i:stake,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishERC20Wrapper,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishERC20Wrapper.sol,mintTo,DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26/contracts/StakefishERC20Wrapper.sol#L50-L63,0.8427831130348654,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|nonreentrant_modifier|contract_modifier_access_summary,require_assert_guard_before_call|nonreentrant_modifier|contract_modifier_access_summary,,L6: bool success = IStakefishServicesContract(_serviceContract).transferDepositFrom(,"nonReentrant/modifier | L2: require(amount > 0, ""Amount can't be 0"");","1: function mintTo(address to, uint256 amount) public nonReentrant {\n2:         require(amount > 0, ""Amount can't be 0"");\n3: \n4:         _mint(to, amount);\n5: \n6:         bool success = IStakefishServicesContract(_serviceContract).transferDepositFrom(\n7:             msg.sender,\n8:             address(this),\n9:             amount\n10:         );\n11:         require(success, ""Transfer deposit failed"");\n12: \n13:         emit Mint(msg.sender, to, amount);\n14:     }",i:mintTo,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
,DAPP::DAppSCAN-source/contracts/consensys-Idle_Finance/idle-tranches-d94ee7194e8cb17db13b16c338f3e780b62f5435::IdleCDOTrancheRewards,DAppSCAN-source/contracts/consensys-Idle_Finance/idle-tranches-d94ee7194e8cb17db13b16c338f3e780b62f5435/contracts/IdleCDOTrancheRewards.sol,unstake,DAppSCAN-source/contracts/consensys-Idle_Finance/idle-tranches-d94ee7194e8cb17db13b16c338f3e780b62f5435/contracts/IdleCDOTrancheRewards.sol#L59-L79,0.8418427897043239,0,,external call plus guard/modifier/state-update signal,state_update_after_external_call|require_assert_guard_before_call|nonreentrant_modifier|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_after_external_call|require_assert_guard_before_call|nonreentrant_modifier|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L19: IERC20Detailed(tranche).safeTransfer(msg.sender, _amount);",L8: for (uint256 i = 0; i < rewards.length; i++) {,"nonReentrant/modifier | L2: require(usersStakeBlock[msg.sender] + coolingPeriod < block.number, ""COOLING_PERIOD"");","14:       _claim();\n15:     }\n16: \n17:     // if _amount is greater than usersStakes[msg.sender], the next line fails\n18:     usersStakes[msg.sender] -= _amount;\n19:     IERC20Detailed(tranche).safeTransfer(msg.sender, _amount);\n20:     totalStaked -= _amount;\n21:   }",i:unstake,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::BabyRouter,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/router/BabyRouter.sol,swapTokensForExactETH,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/router/BabyRouter.sol#L285-L301,0.8416881197291348,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,L11: TransferHelper.safeTransferFrom(,"L9: amounts = BabyLibrary.getAmountsIn(factory, amountOut, path);","L8: require(path[path.length - 1] == WETH, 'BabyRouter: INVALID_PATH');","6:         returns (uint[] memory amounts)\n7:     {\n8:         require(path[path.length - 1] == WETH, 'BabyRouter: INVALID_PATH');\n9:         amounts = BabyLibrary.getAmountsIn(factory, amountOut, path);\n10:         require(amounts[0] <= amountInMax, 'BabyRouter: EXCESSIVE_INPUT_AMOUNT');\n11:         TransferHelper.safeTransferFrom(\n12:             path[0], msg.sender, BabyLibrary.pairFor(factory, path[0], path[1]), amounts[0]\n13:         );\n14:         _swap(amounts, path, address(this));\n15:         IWETH(WETH).withdraw(amounts[amounts.length - 1]);\n16:         TransferHelper.safeTransferETH(to, amounts[amounts.length - 1]);\n17:     }",i:swapTokensForExactETH,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV3_FRAX_IQ,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/old_contracts/Staking/Variants/StakingRewardsDualV3_FRAX_IQ.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/old_contracts/Staking/Variants/StakingRewardsDualV3_FRAX_IQ.sol#L410-L438,0.8414009701210893,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|nonreentrant_modifier|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|nonreentrant_modifier|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L19: TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);",L8: uint256 lock_multiplier = lockMultiplier(secs);,"nonReentrant/modifier | L2: require((!stakingPaused && migrationsOn == false) || valid_migrators[msg.sender] == true, ""Staking paused or in migration"");","14:             block.timestamp.add(secs),\n15:             lock_multiplier\n16:         ));\n17: \n18:         // Pull the tokens from the source_address\n19:         TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);\n20: \n21:         // Update liquidities\n22:         _total_liquidity_locked = _total_liquidity_locked.add(liquidity);\n23:         _locked_liquidity[staker_address] = _locked_liquidity[staker_address].add(liquidity);\n24: \n25:         // Need to call to update the combined weights\n26:         _updateRewardAndBalance(staker_address, false);\n27: ",i:_stakeLocked,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV3,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/old_contracts/Staking/StakingRewardsDualV3.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/old_contracts/Staking/StakingRewardsDualV3.sol#L410-L438,0.8413971521809198,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|nonreentrant_modifier|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|nonreentrant_modifier|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L19: TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);",L8: uint256 lock_multiplier = lockMultiplier(secs);,"nonReentrant/modifier | L2: require((!stakingPaused && migrationsOn == false) || valid_migrators[msg.sender] == true, ""Staking paused or in migration"");","14:             block.timestamp.add(secs),\n15:             lock_multiplier\n16:         ));\n17: \n18:         // Pull the tokens from the source_address\n19:         TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);\n20: \n21:         // Update liquidities\n22:         _total_liquidity_locked = _total_liquidity_locked.add(liquidity);\n23:         _locked_liquidity[staker_address] = _locked_liquidity[staker_address].add(liquidity);\n24: \n25:         // Need to call to update the combined weights\n26:         _updateRewardAndBalance(staker_address, false);\n27: ",i:_stakeLocked,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::UniswapV2Router02,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Uniswap/UniswapV2Router02.sol,swapTokensForExactETH,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Uniswap/UniswapV2Router02.sol#L268-L284,0.8409850291251402,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,L11: TransferHelper.safeTransferFrom(,"L9: amounts = UniswapV2Library.getAmountsIn(factory, amountOut, path);","L8: require(path[path.length - 1] == WETH, 'UniswapV2Router: INVALID_PATH');","6:         returns (uint[] memory amounts)\n7:     {\n8:         require(path[path.length - 1] == WETH, 'UniswapV2Router: INVALID_PATH');\n9:         amounts = UniswapV2Library.getAmountsIn(factory, amountOut, path);\n10:         require(amounts[0] <= amountInMax, 'UniswapV2Router: EXCESSIVE_INPUT_AMOUNT');\n11:         TransferHelper.safeTransferFrom(\n12:             path[0], msg.sender, UniswapV2Library.pairFor(factory, path[0], path[1]), amounts[0]\n13:         );\n14:         _swap(amounts, path, address(this));\n15:         IWETH(WETH).withdraw(amounts[amounts.length - 1]);\n16:         TransferHelper.safeTransferETH(to, amounts[amounts.length - 1]);\n17:     }",i:swapTokensForExactETH,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
,"DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::SushiswapWorker","DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/protocol/workers/SushiswapWorker.sol",work,"DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/protocol/workers/SushiswapWorker.sol#L216-L249",0.8400185633572728,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|nonreentrant_modifier|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary|access_control_signal,require_assert_guard_before_call|nonreentrant_modifier|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L17: lpToken.transfer(strat, lpToken.balanceOf(address(this))),",,"nonReentrant/modifier | L15: require(okStrats[strat], ""SushiswapWorker::work:: unapproved work strategy""); | function work(
    uint256 id,
    address user,
    uint256 debt,
    bytes calldata data
  ) external override onlyOperator nonReentrant","12:       data,\n13:       (uint256, uint256, uint256, uint256, uint256, address, bytes)\n14:     );\n15:     require(okStrats[strat], ""SushiswapWorker::work:: unapproved work strategy"");\n16:     require(\n17:       lpToken.transfer(strat, lpToken.balanceOf(address(this))),\n18:       ""SushiswapWorker::work:: unable to transfer lp to strat""\n19:     );\n20:     if (rewardToken == baseToken) {\n21:       baseToken.safeTransfer(strat, baseToken.myBalance().sub(rewardAmount));\n22:     } else {\n23:       baseToken.safeTransfer(strat, baseToken.myBalance());\n24:     }\n25:     IStrategy(strat).execute(user, debt, ext);",i:work,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,8
,DAPP::DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4::HoldefiSettings,DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4/contracts/HoldefiSettings.sol,setHoldefiContract,DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4/contracts/HoldefiSettings.sol#L196-L202,0.8392397325650528,0,,external call plus guard/modifier/state-update signal,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary|access_control_signal,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L6: holdefiContract = holdefiContractAddress;,"L2: require (holdefiContractAddress.holdefiSettings() == address(this), | function setHoldefiContract(HoldefiInterface holdefiContractAddress) external onlyOwner","1: function setHoldefiContract(HoldefiInterface holdefiContractAddress) external onlyOwner {\n2: 		require (holdefiContractAddress.holdefiSettings() == address(this),\n3: 			""Conflict with Holdefi contract address""\n4: 		);\n5: 		require (address(holdefiContract) == address(0), ""Should be set once"");\n6: 		holdefiContract = holdefiContractAddress;\n7: 	}",i:setHoldefiContract,ambiguous,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyOwnership,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,_createKitty,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L380-L434,0.8386939548611827,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|contract_inheritance_modifier_summary,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L20: uint16 cooldownIndex = uint16(_generation / 2);,"L11: // These requires are not strictly necessary, our calling code should make","1: function _createKitty(\n2:         uint256 _matronId,\n3:         uint256 _sireId,\n4:         uint256 _generation,\n5:         uint256 _genes,\n6:         address _owner\n7:     )\n8:         internal\n9:         returns (uint)\n10:     {\n11:         // These requires are not strictly necessary, our calling code should make\n12:         // sure that these conditions are never broken. However! _createKitty() is already\n13:         // an expensive call (for storage), and it doesn't hurt to be especially careful\n14:         // to ensure our data structures are always valid.",i:_createKitty,ambiguous,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::KittyBase,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol,_createKitty,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/KittyCore.sol#L380-L434,0.8386937774597454,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|contract_inheritance_modifier_summary,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L20: uint16 cooldownIndex = uint16(_generation / 2);,"L11: // These requires are not strictly necessary, our calling code should make","1: function _createKitty(\n2:         uint256 _matronId,\n3:         uint256 _sireId,\n4:         uint256 _generation,\n5:         uint256 _genes,\n6:         address _owner\n7:     )\n8:         internal\n9:         returns (uint)\n10:     {\n11:         // These requires are not strictly necessary, our calling code should make\n12:         // sure that these conditions are never broken. However! _createKitty() is already\n13:         // an expensive call (for storage), and it doesn't hurt to be especially careful\n14:         // to ensure our data structures are always valid.",i:_createKitty,ambiguous,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
,DAPP::DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8::ShibaMoneyPot,DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8/shibanova/contracts/ShibaMoneyPot.sol,depositRewards,DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8/shibanova/contracts/ShibaMoneyPot.sol#L276-L288,0.8373941382031759,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L5: IBEP20(_token).safeTransferFrom(msg.sender, address(this), _amount);",L8: reserveTokenAmount[_token] = reserveTokenAmount[_token].add(_amount);,L2: require(msg.sender == feeManager);,"1: function depositRewards(address _token, uint256 _amount) external virtual override{\n2:         require(msg.sender == feeManager);\n3:         massUpdateMoneyPot();\n4: \n5:         IBEP20(_token).safeTransferFrom(msg.sender, address(this), _amount);\n6: \n7:         if(block.number < startBlock){\n8:             reserveTokenAmount[_token] = reserveTokenAmount[_token].add(_amount);\n9:         }\n10:         else {\n11:             pendingTokenAmount[_token] = pendingTokenAmount[_token].add(_amount);\n12:         }\n13:     }",i:depositRewards,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol,claimInsurance,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295/contracts/vaults/yDelegatedVault.sol#L168-L172,0.8359612527452165,0,,external call plus guard/modifier/state-update signal,state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_inheritance_modifier_summary,state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_inheritance_modifier_summary,"L3: token.safeTransfer(controller, insurance);",L4: insurance = 0;,"L2: require(msg.sender == controller, ""!controller"");","1: function claimInsurance() external {\n2:         require(msg.sender == controller, ""!controller"");\n3:         token.safeTransfer(controller, insurance);\n4:         insurance = 0;\n5:     }",i:claimInsurance,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
,DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::UniswapV2Router02,DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07/contracts/uniswapv2/UniswapV2Router02.sol,swapTokensForExactETH,DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07/contracts/uniswapv2/UniswapV2Router02.sol#L268-L284,0.8356066692188823,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,L11: TransferHelper.safeTransferFrom(,"L9: amounts = UniswapV2Library.getAmountsIn(factory, amountOut, path);","L8: require(path[path.length - 1] == WETH, 'UniswapV2Router: INVALID_PATH');","6:         returns (uint[] memory amounts)\n7:     {\n8:         require(path[path.length - 1] == WETH, 'UniswapV2Router: INVALID_PATH');\n9:         amounts = UniswapV2Library.getAmountsIn(factory, amountOut, path);\n10:         require(amounts[0] <= amountInMax, 'UniswapV2Router: EXCESSIVE_INPUT_AMOUNT');\n11:         TransferHelper.safeTransferFrom(\n12:             path[0], msg.sender, UniswapV2Library.pairFor(factory, path[0], path[1]), amounts[0]\n13:         );\n14:         _swap(amounts, path, address(this));\n15:         IWETH(WETH).withdraw(amounts[amounts.length - 1]);\n16:         TransferHelper.safeTransferETH(to, amounts[amounts.length - 1]);\n17:     }",i:swapTokensForExactETH,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
,"DAPP::DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main::UniswapV2Router02","DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/libraries/sushi/UniswapV2Router02.sol",swapTokensForExactETH,"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/libraries/sushi/UniswapV2Router02.sol#L657-L673",0.8356056048046372,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,L11: TransferHelper.safeTransferFrom(,"L9: amounts = UniswapV2Library.getAmountsIn(factory, amountOut, path);","L8: require(path[path.length - 1] == WETH, 'UniswapV2Router: INVALID_PATH');","6:         returns (uint[] memory amounts)\n7:     {\n8:         require(path[path.length - 1] == WETH, 'UniswapV2Router: INVALID_PATH');\n9:         amounts = UniswapV2Library.getAmountsIn(factory, amountOut, path);\n10:         require(amounts[0] <= amountInMax, 'UniswapV2Router: EXCESSIVE_INPUT_AMOUNT');\n11:         TransferHelper.safeTransferFrom(\n12:             path[0], msg.sender, UniswapV2Library.pairFor(factory, path[0], path[1]), amounts[0]\n13:         );\n14:         _swap(amounts, path, address(this));\n15:         IWETH(WETH).withdraw(amounts[amounts.length - 1]);\n16:         TransferHelper.safeTransferETH(to, amounts[amounts.length - 1]);\n17:     }",i:swapTokensForExactETH,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::PerpetualManager,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/perpetualManager/PerpetualManager.sol,setTargetAndLimitHAHedge,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/perpetualManager/PerpetualManager.sol#L247-L260,0.8346378342869496,0,,external call plus guard/modifier/state-update signal,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary|access_control_signal,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L9: limitHAHedge = _limitHAHedge;,"L8: require(_targetHAHedge <= _limitHAHedge, ""8""); | function setTargetAndLimitHAHedge(uint64 _targetHAHedge, uint64 _limitHAHedge)
        external
        override
        onlyRole(GUARDIAN_ROLE)
        onlyCompatibleFees(_targetHAHedge)
        onlyCompatibleFees(_limitHAHedge)","1: function setTargetAndLimitHAHedge(uint64 _targetHAHedge, uint64 _limitHAHedge)\n2:         external\n3:         override\n4:         onlyRole(GUARDIAN_ROLE)\n5:         onlyCompatibleFees(_targetHAHedge)\n6:         onlyCompatibleFees(_limitHAHedge)\n7:     {\n8:         require(_targetHAHedge <= _limitHAHedge, ""8"");\n9:         limitHAHedge = _limitHAHedge;\n10:         targetHAHedge = _targetHAHedge;\n11:         // Updating the value in the `stableMaster` contract\n12:         _stableMaster.setTargetHAHedge(_targetHAHedge);\n13:         emit TargetAndLimitHAHedgeUpdated(_targetHAHedge, _limitHAHedge);\n14:     }",i:setTargetAndLimitHAHedge,ambiguous,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::UniV3LiquidityAMO_V2,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Misc_AMOs/UniV3LiquidityAMO_V2.sol,swap,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Misc_AMOs/UniV3LiquidityAMO_V2.sol#L350-L371,0.83001206748366,0,,external call plus guard/modifier/state-update signal,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,,L6: ISwapRouter.ExactInputSingleParams memory swap_params = ISwapRouter.ExactInputSingleParams(,"L3: require(allowed_collaterals[_tokenA] || _tokenA == address(FRAX), ""TokenA not allowed"");","1: function swap(address _tokenA, address _tokenB, uint24 _fee_tier, uint256 _amountAtoB, uint256 _amountOutMinimum, uint160 _sqrtPriceLimitX96) public onlyByOwnGov returns (uint256) {\n2:         // Make sure the collateral is allowed\n3:         require(allowed_collaterals[_tokenA] || _tokenA == address(FRAX), ""TokenA not allowed"");\n4:         require(allowed_collaterals[_tokenB] || _tokenB == address(FRAX), ""TokenB not allowed"");\n5: \n6:         ISwapRouter.ExactInputSingleParams memory swap_params = ISwapRouter.ExactInputSingleParams(\n7:             _tokenA,\n8:             _tokenB,\n9:             _fee_tier,\n10:             address(this),\n11:             2105300114, // Expiration: a long time from now\n12:             _amountAtoB,\n13:             _amountOutMinimum,\n14:             _sqrtPriceLimitX96",i:swap,protected_negative,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
