run,method,seed,error_type,graph_id,contract,probability,threshold,protected_reentrancy_like
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,0.8946774099800615,0.882,1
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.855694889894558,0.882,1
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.7732300985617698,0.882,1
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.6219384752356354,0.882,1
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RollupProcessor,RollupProcessor,0.8930040093492146,0.882,1
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.39149862926644974,0.882,0
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.8259023515832914,0.882,1
reentrancy_only,contrastive,44,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.28289086740171576,0.882,1
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.8584413985802652,0.882,1
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.9121113687885883,0.882,1
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.9060362108183184,0.882,0
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.8975096182455238,0.882,1
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RollupProcessor,RollupProcessor,0.8930042143724823,0.882,1
reentrancy_only,contrastive,44,false_positive,FORGE::vfp_00220::LiquidityPenaltyHook,LiquidityPenaltyHook,0.8931203613785724,0.882,0
reentrancy_only,contrastive,44,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.5872388299140442,0.882,1
reentrancy_only,contrastive,44,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.9116924761829415,0.882,1
reentrancy_only,accepted_label_only,45,false_negative,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,0.8057802117200187,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.3320671068195439,0.8150000000000001,0
reentrancy_only,accepted_label_only,45,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.6348069112475279,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.5112187153808093,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.47151860154490877,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.7108513996762161,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.5302843859399361,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.1639827331773736,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.1597048650266105,0.8150000000000001,0
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.5498341566463566,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.18743094186607465,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.7604792840897023,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.8796136059850678,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.8568367493957081,0.8150000000000001,0
reentrancy_only,accepted_label_only,45,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.8561784178183104,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.3688205863842638,0.8150000000000001,1
reentrancy_only,accepted_label_only,45,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.855440870852171,0.8150000000000001,1
reentrancy_only,contrastive,45,false_negative,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,0.9577638702017922,0.962,1
reentrancy_only,contrastive,45,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.8296108328574596,0.962,0
reentrancy_only,contrastive,45,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.944448071348438,0.962,1
reentrancy_only,contrastive,45,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.9220237324199271,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.9166342110328932,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.9375981528499535,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.9151584355268761,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.7074986396584705,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.8222705207162965,0.962,0
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money-Final Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,MasterChef,0.9614282112915373,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.8952825453573692,0.962,1
reentrancy_only,contrastive,45,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.815903917619305,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.9468922758254968,0.962,1
reentrancy_only,contrastive,45,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.9683544156098626,0.962,1
reentrancy_only,contrastive,45,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.9626575257268633,0.962,0
reentrancy_only,contrastive,45,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.9645319022800303,0.962,1
reentrancy_only,contrastive,45,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.8479630709944836,0.962,1
reentrancy_only,contrastive,45,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.9723099919729149,0.962,1
reentrancy_only,accepted_label_only,46,false_positive,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,0.7707448046845169,0.742,0
reentrancy_only,accepted_label_only,46,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.32619070295778946,0.742,0
reentrancy_only,accepted_label_only,46,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.5577626078714472,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.3978143647924706,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.2081946892096862,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.5886726099396749,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.404778221928004,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.20931713104934527,0.742,1
reentrancy_only,accepted_label_only,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RollupProcessor,RollupProcessor,0.7557787461506879,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.16055296549764606,0.742,0
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.43899080261082873,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.15380811417285098,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.6685906016292602,0.742,1
reentrancy_only,accepted_label_only,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.8574813082263819,0.742,1
reentrancy_only,accepted_label_only,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.8315679231971352,0.742,0
reentrancy_only,accepted_label_only,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRaffle,OKLGRaffle,0.7992779333396518,0.742,1
reentrancy_only,accepted_label_only,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RollupProcessor,RollupProcessor,0.7557720350754281,0.742,1
reentrancy_only,accepted_label_only,46,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.28413970782977355,0.742,1
reentrancy_only,accepted_label_only,46,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.8184366232178615,0.742,1
reentrancy_only,contrastive,46,false_positive,FORGE::vfp_00058::BasePositionManager,BasePositionManager,0.978672251766704,0.978,0
reentrancy_only,contrastive,46,false_negative,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,0.9767270033368548,0.978,1
reentrancy_only,contrastive,46,false_negative,FORGE::vfp_00260::Router_Adapter,Router_Adapter,0.7924322466617694,0.978,0
reentrancy_only,contrastive,46,false_negative,FORGE::vfp_00126::SpokePool,SpokePool,0.9519672083531922,0.978,1
reentrancy_only,contrastive,46,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.9495090378497933,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.7812202533728787,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,SkyRewardPool,0.9771294660478275,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,MasterChef,0.9737027180455569,0.978,0
reentrancy_only,contrastive,46,false_positive,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,Ambix,0.9796597664926384,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,RobotLiabilityLib,0.9629045834373916,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.9367798003401481,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.6087333938126375,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.7332159524276329,0.978,0
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money-Final Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,MasterChef,0.9744693602741883,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.9328138474066945,0.978,1
reentrancy_only,contrastive,46,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.5755312842088379,0.978,1
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,0.9416325028083758,0.978,1
reentrancy_only,contrastive,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGPasswordManager,OKLGPasswordManager,0.9818673347477209,0.978,1
reentrancy_only,contrastive,46,false_positive,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGTrustedTimestamping,OKLGTrustedTimestamping,0.9818152034279298,0.978,0
reentrancy_only,contrastive,46,false_negative,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,0.8479860303562202,0.978,1
reentrancy_only,contrastive,46,false_positive,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::SortedTroves,SortedTroves,0.9843354690217456,0.978,1
all_scope,accepted_label_only,42,false_positive,FORGE::vfp_00058::BasePositionManager,BasePositionManager,0.8543121915673885,0.756,0
all_scope,accepted_label_only,42,false_positive,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,0.8915900357704757,0.756,0
all_scope,accepted_label_only,42,false_positive,FORGE::vfp_00260::Arbitrum_Adapter,Arbitrum_Adapter,0.8146419321367444,0.756,0
all_scope,accepted_label_only,42,false_positive,FORGE::vfp_00126::HubPool,HubPool,0.8988186129654484,0.756,1
all_scope,accepted_label_only,42,false_positive,FORGE::vfp_00126::Arbitrum_Adapter,Arbitrum_Adapter,0.8253536098744864,0.756,0
all_scope,accepted_label_only,42,false_negative,FORGE::vfp_00288::DelegationMetaSwapAdapter,DelegationMetaSwapAdapter,0.5252004498517977,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::TenBankHall,TenBankHall,0.7809812052264636,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BuybackBooToken,BuybackBooToken,0.7113422798092218,0.756,0
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BOOPools,BOOPools,0.8616988653518659,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,StrategyUtils,0.39982100200297366,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,0.7353930452579359,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve33,PowerBombAvaxCurve33,0.7610033714961583,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Boardroom,Boardroom,0.7777622736571469,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,0.8781104864083257,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,Ambix,0.88642115242475,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,LighthouseLib,0.6247197116068264,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,0.8751489613522448,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,0.23181687502803736,0.756,1
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RollupProcessor,RollupProcessor,0.782548496533003,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/PeckShield-Duet/duet-collateral-contracts-92452dad092d6b5f76713484e30159b5fa75ea80::DYTokenERC20,DYTokenERC20,0.43986761819727166,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,Exchange,0.27097293487126006,0.756,0
all_scope,accepted_label_only,42,false_positive,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,0.8138999351482741,0.756,1
all_scope,accepted_label_only,42,false_negative,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,0.5885752159580852,0.756,1
all_scope,accepted_label_only,42,false_negative,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,0.34594426101438064,0.756,1
all_scope,accepted_label_only,42,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",ClaimableFundsReceiverV1,0.8561001900574954,0.756,1
all_scope,accepted_label_only,42,false_positive,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",KODAV3UpgradableGatedMarketplace,0.824678460808112,0.756,1
