split,graph_id,contract,source_path,function,interaction_id,score,category,evidence,state_update_before_external_call,state_update_after_external_call,return_value_checked,require_assert_guard_before_call,nonreentrant_modifier,only_owner_or_access_control,callee_user_controlled,trusted_or_fixed_callee,safe_erc20_wrapper,delegatecall_target_fixed,delegatecall_target_user_controlled,try_catch_presence,contract_many_risky_interactions,contract_modifier_access_summary,contract_inheritance_modifier_summary
train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::AutoBabyPool,AutoBabyPool,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/AutoBabyPool.sol,deposit,i:deposit,0.9123494687640653,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Erc20EarnNftPool,Erc20EarnNftPool,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/pools/Erc20EarnNftPool.sol,stake,i:stake,0.911946152773806,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge,StakingRewardsMultiGauge,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/StakingRewardsMultiGauge.sol,_stakeLocked,i:_stakeLocked,0.9117089632239999,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_FXS_WETH,StakingRewardsMultiGauge_FXS_WETH,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_FXS_WETH.sol,_stakeLocked,i:_stakeLocked,0.9117088288821652,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_FRAX_SUSHI,StakingRewardsMultiGauge_FRAX_SUSHI,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_FRAX_SUSHI.sol,_stakeLocked,i:_stakeLocked,0.9117086753484138,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_StakeDAO,StakingRewardsMultiGauge_StakeDAO,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_StakeDAO.sol,_stakeLocked,i:_stakeLocked,0.9117086753484138,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_StakeDAO_FRAX_Put,StakingRewardsMultiGauge_StakeDAO_FRAX_Put,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_StakeDAO_FRAX_Put.sol,_stakeLocked,i:_stakeLocked,0.9117086177731949,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,"DAPP::DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main::TransmuterB",TransmuterB,"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/TransmuterB.sol",unstake,i:unstake,0.9109881098724358,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::LendingPoolCollateralManager,LendingPoolCollateralManager,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/protocol/lendingpool/LendingPoolCollateralManager.sol,liquidationCall,i:liquidationCall,0.9098262540046538,trusted/fixed callee,callee receiver appears fixed/trusted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd::PronteraV2,PronteraV2,DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd/PronteraV2.sol,depositToken,i:depositToken,0.9094649285982394,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344::TestAllocateCallback,TestAllocateCallback,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/test/callbacks/TestAllocateCallback.sol,allocateCallback,i:allocateCallback,0.9093824248472437,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::UniswapPCVDeposit,UniswapPCVDeposit,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/pcv/uniswap/UniswapPCVDeposit.sol,withdraw,i:withdraw,0.9067939703457306,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train,FORGE::vfp_00116::L2Mailbox,L2Mailbox,L2Mailbox.sol,relayMsg,i:relayMsg,0.9066038348032383,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::OtcEscrow,OtcEscrow,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/utils/OtcEscrow.sol,revoke,i:revoke,0.9053552559690505,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::Vault,Vault,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/Vault.sol,work,i:work,0.9029832968057404,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::B3NewSale,B3NewSale,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/B3NewSale.sol,buyBcubeUsingETH,i:buyBcubeUsingETH,0.9006188501812321,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::veFXS_Solidity,veFXS_Solidity,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/FXS/veFXS_Solidity.sol,withdraw,i:withdraw,0.8986519901189919,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344::TestDepositCallback,TestDepositCallback,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/test/callbacks/TestDepositCallback.sol,depositCallback,i:depositCallback,0.89685849900248,external call after state update,state assignment detected before external call,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_Gelato_FRAX_DAI,StakingRewardsMultiGauge_Gelato_FRAX_DAI,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_Gelato_FRAX_DAI.sol,_stakeLocked,i:_stakeLocked,0.8961228094030186,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUnifiedFarm_ERC20,FraxUnifiedFarm_ERC20,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/FraxUnifiedFarm_ERC20.sol,_stakeLocked,i:_stakeLocked,0.896122787209413,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Pool_USDC,Pool_USDC,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Frax/Pools/Pool_USDC.sol,recollateralizeFRAX,i:recollateralizeFRAX,0.8950457565204482,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxPool,FraxPool,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Frax/Pools/FraxPool.sol,recollateralizeFRAX,i:recollateralizeFRAX,0.8950452637905487,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Treasury,Treasury,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/governance/Treasury.sol,distribute,i:distribute,0.8948823495184001,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::BaseStrategy,BaseStrategy,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/strategies/BaseStrategy.sol,sweep,i:sweep,0.8937747656069625,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Splitter,Splitter,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/peripheral/Splitter.sol,yieldToMaker,i:yieldToMaker,0.8927355883995332,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxUnifiedFarm_UniV3,FraxUnifiedFarm_UniV3,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/FraxUnifiedFarm_UniV3.sol,_stakeLocked,i:_stakeLocked,0.892617862342756,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::Angel,Angel,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/Angel.sol,add,i:add,0.8897165111585076,external call after state update,state assignment detected before external call,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeMasterChef,PancakeMasterChef,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol,migrate,i:migrate,0.8895269717916177,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeMasterChef,PancakeMasterChef,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol,migrate,i:migrate,0.8895261517706992,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Treasury,Treasury,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/Treasury.sol,registerUnwind,i:registerUnwind,0.8893884532893096,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::LockingVault,LockingVault,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/vaults/LockingVault.sol,deposit,i:deposit,0.8878356014778641,other recurring pattern,no stronger taxonomy signal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::Governor,Governor,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/dao/Governor.sol,initialize,i:initialize,0.8865777541727784,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::BondingCurve,BondingCurve,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/bondingCurve/BondingCurve.sol,recoverERC20,i:recoverERC20,0.8860769179718868,owner-only/admin-only risky function,access-control modifier or msg.sender guard detected,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::Swap,Swap,DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879/contracts/Swap.sol,swap,i:swap,0.8857940168384221,owner-only/admin-only risky function,access-control modifier or msg.sender guard detected,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::LendingPoolConfigurator,LendingPoolConfigurator,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/protocol/lendingpool/LendingPoolConfigurator.sol,initialize,i:initialize,0.885330933970964,external call after state update,state assignment detected before external call,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::NftEarnErc20Pool,NftEarnErc20Pool,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/pools/NftEarnErc20Pool.sol,slotStake,i:slotStake,0.8839830306911015,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2::GenesisGroup,GenesisGroup,DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/genesis/GenesisGroup.sol,redeem,i:redeem,0.8828803415196109,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Vesting,Vesting,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Vesting.sol,lock,i:lock,0.8823215603778299,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferStakingBNB,BufferStakingBNB,DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Staking/BufferStakingBNB.sol,sendProfit,i:sendProfit,0.8814560027824048,external call after state update,state assignment detected before external call,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,"DAPP::DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main::VotingEscrow",VotingEscrow,"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/VotingEscrow.sol",_collectReward,i:_collectReward,0.8810204613218434,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::SmartChefInitializable,SmartChefInitializable,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/PoolFactory.sol,initialize,i:initialize,0.8795244935622106,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV4_FRAX_OHM,StakingRewardsDualV4_FRAX_OHM,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/old_contracts/Staking/Variants/StakingRewardsDualV4_FRAX_OHM.sol,_stakeLocked,i:_stakeLocked,0.875343596888746,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV4,StakingRewardsDualV4,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/old_contracts/Staking/StakingRewardsDualV4.sol,_stakeLocked,i:_stakeLocked,0.8753435708731796,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::TWAMMSwap,TWAMMSwap,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/FPI/TWAMMSwap.sol,swapExactTokensForTokens,i:swapExactTokensForTokens,0.8753326699411694,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BNPLFactory,BNPLFactory,DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d/contracts/BNPLFactory.sol,createNewNode,i:createNewNode,0.873520316604016,safe ERC20 wrapper,SafeERC20-style method detected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::LendingPool,LendingPool,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/protocol/lendingpool/LendingPool.sol,deposit,i:deposit,0.8729625224275014,trusted/fixed callee,callee receiver appears fixed/trusted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
train,"DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::Vault",Vault,"DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/protocol/Vault.sol",work,i:work,0.8721619430466887,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,"DAPP::DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main::StakingPools",StakingPools,"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/StakingPools.sol",deposit,i:deposit,0.8716671169441662,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
