split,graph_id,contract,positive_interaction_count,vulnerable_interaction_ids,vulnerable_function_names,source_spans,vulnerability_types,evidence_pointers,supports_top1_top3_top5_mrr_recall_at_k,missing_source_span_count,missing_evidence_pointer_count
train,DAPP::DAppSCAN-source/contracts/openzeppelin-Optimism/contracts-18e128343731b9bde23812ce932e24d81440b6b7::OVM_L1ERC20Gateway,OVM_L1ERC20Gateway,2,i:_handleFinalizeWithdrawal|i:_handleInitiateDeposit,_handleFinalizeWithdrawal|_handleInitiateDeposit,L100|L76-L81,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/openzeppelin-Optimism/contracts-18e128343731b9bde23812ce932e24d81440b6b7/contracts/optimistic-ethereum/OVM/bridge/tokens/OVM_L1ERC20Gateway.sol:100-100|DAppSCAN-source/contracts/openzeppelin-Optimism/contracts-18e128343731b9bde23812ce932e24d81440b6b7/contracts/optimistic-ethereum/OVM/bridge/tokens/OVM_L1ERC20Gateway.sol:L100|DAppSCAN-source/contracts/openzeppelin-Optimism/contracts-18e128343731b9bde23812ce932e24d81440b6b7/contracts/optimistic-ethereum/OVM/bridge/tokens/OVM_L1ERC20Gateway.sol:76-81|DAppSCAN-source/contracts/openzeppelin-Optimism/contracts-18e128343731b9bde23812ce932e24d81440b6b7/contracts/optimistic-ethereum/OVM/bridge/tokens/OVM_L1ERC20Gateway.sol:L76-L81,True,0,0
train,DAPP::DAppSCAN-source/contracts/ImmuneBytes-PolyTrade-Audit Report(Lender Portal)/lender-portal-contracts-dev::LenderPool,LenderPool,1,i:_swapExactTokens,_swapExactTokens,L375-L391,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/ImmuneBytes-PolyTrade-Audit Report(Lender Portal)/lender-portal-contracts-dev/contracts/LenderPool.sol:375-391|DAppSCAN-source/contracts/ImmuneBytes-PolyTrade-Audit Report(Lender Portal)/lender-portal-contracts-dev/contracts/LenderPool.sol:L375-L391,True,0,0
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/vesting-a02cbd5e73e629b5d80c0af0202a3ee6f18d0216::Vesting,Vesting,1,i:rug,rug,L160,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/vesting-a02cbd5e73e629b5d80c0af0202a3ee6f18d0216/contracts/Vesting.sol:160-160|DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/vesting-a02cbd5e73e629b5d80c0af0202a3ee6f18d0216/contracts/Vesting.sol:L160,True,0,0
train,DAPP::DAppSCAN-source/contracts/Inspex-AutoCompoundVault/mondayclub-9ec29e0bb41a6bbef5484976502c924f4557ca02::StrategyCommonChefLP,StrategyCommonChefLP,2,i:_harvest|i:addLiquidity,_harvest|addLiquidity,L137-149|L169-183,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/Inspex-AutoCompoundVault/mondayclub-9ec29e0bb41a6bbef5484976502c924f4557ca02/StrategyCommonChefLP.sol:137-137|DAppSCAN-source/contracts/Inspex-AutoCompoundVault/mondayclub-9ec29e0bb41a6bbef5484976502c924f4557ca02/StrategyCommonChefLP.sol:L137-149|DAppSCAN-source/contracts/Inspex-AutoCompoundVault/mondayclub-9ec29e0bb41a6bbef5484976502c924f4557ca02/StrategyCommonChefLP.sol:169-169|DAppSCAN-source/contracts/Inspex-AutoCompoundVault/mondayclub-9ec29e0bb41a6bbef5484976502c924f4557ca02/StrategyCommonChefLP.sol:L169-183,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::BCubePublicSale,BCubePublicSale,1,i:buyBcubeUsingUSDT,buyBcubeUsingUSDT,L264 - L278,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/BCubePublicSale.sol:264-278|DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/BCubePublicSale.sol:L264 - L278,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7::AlgoVestStaking,AlgoVestStaking,1,i:AVSTokenDonation,AVSTokenDonation,L74 - L84,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7/srv/tecmie/algovest/AVS-staking/contracts/stakin_contract.sol:74-84|DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7/srv/tecmie/algovest/AVS-staking/contracts/stakin_contract.sol:L74 - L84,True,0,0
train,DAPP::DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16::TransactionManager,TransactionManager,1,i:removeLiquidity,removeLiquidity,L229 - L254,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts/TransactionManager.sol:229-254|DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16/packages/contracts/contracts/TransactionManager.sol:L229 - L254,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::StakingProxyUniV3,StakingProxyUniV3,1,i:lockAdditional,lockAdditional,L94-L113,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b/contracts/contracts/StakingProxyUniV3.sol:94-113|DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b/contracts/contracts/StakingProxyUniV3.sol:L94-L113,True,0,0
train,"DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::SpookyswapWorker",SpookyswapWorker,1,i:reinvest,reinvest,L139,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,"DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/protocol/workers/SpookyswapWorker.sol:139-139|DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715/contracts/protocol/workers/SpookyswapWorker.sol:L139",True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09::Keep3rV1Oracle,Keep3rV1Oracle,1,i:_swap,_swap,L849,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol:849-849|DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yoracle.Link/yoracle.link-faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts/Keep3rV1Oracle.sol:L849,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5::FixedRateSwap,FixedRateSwap,1,i:depositFor,depositFor,L137,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol:137-137|DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol:L137,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82::Strategy,Strategy,2,i:adjustPosition|i:manualAllocation,adjustPosition|manualAllocation,L400|L422,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/Strategy.sol:400-400|DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/Strategy.sol:L400|DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/Strategy.sol:422-422|DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/Strategy.sol:L422,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82::GenericLenderBase,GenericLenderBase,1,i:sweep,sweep,L56,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/GenericLender/GenericLenderBase.sol:56-56|DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82/contracts/GenericLender/GenericLenderBase.sol:L56,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc::ERC20Permit,ERC20Permit,1,i:permit,permit,L53,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc/contracts/ERC20Permit.sol:53-53|DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc/contracts/ERC20Permit.sol:L53,True,0,0
train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::Vault,Vault,1,i:execute,execute,L513 - L548,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6/bridge/contracts/vault.sol:513-548|DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6/bridge/contracts/vault.sol:L513 - L548,True,0,0
train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2Worker02,PancakeswapV2Worker02,1,i:work,work,L218,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/workers/pcs/PancakeswapV2Worker02.sol:218-218|DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/workers/pcs/PancakeswapV2Worker02.sol:L218,True,0,0
train,DAPP::DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7::WMasterChef,WMasterChef,1,i:mint,mint,L63,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7/WMasterChef.sol:L63,True,0,0
train,DAPP::DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b::Synthetix,Synthetix,1,i:exchange,exchange,L434-440,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b/Synthetix.sol:434-434|DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b/Synthetix.sol:L434-440,True,0,0
train,DAPP::DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638::CDEXStakingPool,CDEXStakingPool,4,i:stake|i:withdraw|i:getReward|i:depositTokens,stake|withdraw|getReward|depositTokens,L362 - L391|L395 - L420|L424 - L456|L486 - L498,Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:362-391|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:L362 - L391|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:395-420|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:L395 - L420|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:424-456|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:L424 - L456|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:486-498|DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol:L486 - L498,True,0,0
train,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_multichain_vemult_v1.0_signed/veMULTI-bac804399d1ea280e5bd8cdc9488b6fa6a0a7fcc::ve,ve,1,i:withdraw,withdraw,L1097-1104,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/BlockSec-blocksec_multichain_vemult_v1.0_signed/veMULTI-bac804399d1ea280e5bd8cdc9488b6fa6a0a7fcc/contracts/ve.sol:1097-1097|DAppSCAN-source/contracts/BlockSec-blocksec_multichain_vemult_v1.0_signed/veMULTI-bac804399d1ea280e5bd8cdc9488b6fa6a0a7fcc/contracts/ve.sol:L1097-1104,True,0,0
train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,MasterChef,7,i:add|i:deposit|i:withdraw|i:emergencyWithdraw|i:safePudTransfer|i:balance|i:setPoolStrategy,add|deposit|withdraw|emergencyWithdraw|safePudTransfer|balance|setPoolStrategy,L105 - L127|L227 - L266|L272 - L306|L310 - L329|L333 - L340|L378 - L381|L384 - L389,Reentrancy (SWC-107)|SWC-107-Reentrancy|Unchecked Call Return (SWC-104)|SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:105-127|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L105 - L127|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:227-266|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L227 - L266|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:272-306|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L272 - L306|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:310-329|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L310 - L329|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:333-340|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L333 - L340|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:378-381|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L378 - L381|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:384-389|DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol:L384 - L389,True,0,0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a::Liquidator,Liquidator,1,i:liquidatePortion,liquidatePortion,L41-L51,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a/contracts/Liquidator.sol:41-51|DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a/contracts/Liquidator.sol:L41-L51,True,0,0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-ampleforth/market-oracle-888fccaf05786f3f7f49e18ff040f911d44906f4::MarketOracle,MarketOracle,1,i:getPriceAnd24HourVolume,getPriceAnd24HourVolume,L34 - L60,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/Trail_of_Bits-ampleforth/market-oracle-888fccaf05786f3f7f49e18ff040f911d44906f4/contracts/MarketOracle.sol:34-60|DAppSCAN-source/contracts/Trail_of_Bits-ampleforth/market-oracle-888fccaf05786f3f7f49e18ff040f911d44906f4/contracts/MarketOracle.sol:L34 - L60,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815::PMintBurn,PMintBurn,1,i:deposit,deposit,L48-L63,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815/contracts/PMintBurn.sol:48-63|DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815/contracts/PMintBurn.sol:L48-L63,True,0,0
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::ProfitSplitter,ProfitSplitter,1,i:_payToRecipients,_payToRecipients,L228,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/profit/ProfitSplitter.sol:228-228|DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/profit/ProfitSplitter.sol:L228,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8::MasterShiba,MasterShiba,1,i:withdraw,withdraw,L339 - L341,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8/shibanova/contracts/MasterShiba.sol:339-341|DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8/shibanova/contracts/MasterShiba.sol:L339 - L341,True,0,0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::Comptroller,Comptroller,1,i:liquidateBorrowAllowed,liquidateBorrowAllowed,L465-501,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/contracts/Comptroller.sol:465-465|DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/contracts/Comptroller.sol:L465-501,True,0,0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::CToken,CToken,1,i:_setComptroller,_setComptroller,L930-947,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/contracts/CToken.sol:930-930|DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/contracts/CToken.sol:L930-947,True,0,0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::GenericAave,GenericAave,1,i:harvest,harvest,L104-134,Front-running / Tx Order (SWC-114)|SWC-114-Transaction Order Dependence,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/genericLender/GenericAave.sol:104-104|DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/genericLender/GenericAave.sol:L104-134,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::SinglePool,SinglePool,1,i:emergencyWithdraw,emergencyWithdraw,L202-L214,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/pools/SinglePool.sol:202-214|DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919/contracts/pools/SinglePool.sol:L202-L214,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda::HegicPool,HegicPool,1,i:provideFrom,provideFrom,L373 - L409,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Pool/HegicPool.sol:373-409|DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Pool/HegicPool.sol:L373 - L409,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f::D_Swap,D_Swap,1,i:Impl_Delivery,Impl_Delivery,L360-L380,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f/Swap_Factory_Future.sol:360-380|DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f/Swap_Factory_Future.sol:L360-L380,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2::PikaPerpV2,PikaPerpV2,1,i:closePositionWithId,closePositionWithId,L402-459,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2/contracts/perp/PikaPerpV2.sol:402-402|DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2/contracts/perp/PikaPerpV2.sol:L402-459,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-CryptoHeroes/cryptoheroes-6cb0eaf8c88fdaab89d2b4c83535a189c7793001::CryptoHeroesUniverse,CryptoHeroesUniverse,1,i:deposit,deposit,L175 - L203,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-CryptoHeroes/cryptoheroes-6cb0eaf8c88fdaab89d2b4c83535a189c7793001/CryptoHeroesUniverse.sol:175-203|DAppSCAN-source/contracts/PeckShield-CryptoHeroes/cryptoheroes-6cb0eaf8c88fdaab89d2b4c83535a189c7793001/CryptoHeroesUniverse.sol:L175 - L203,True,0,0
train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferBNBOptions,BufferBNBOptions,1,i:create,create,L142-L189,Reentrancy (SWC-107)|SWC-107-Reentrancy,DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Options/BufferBNBOptions.sol:142-189|DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Options/BufferBNBOptions.sol:L142-L189,True,0,0
