review_priority,contract_id,source_path,function_name,source_span,predicted_score,current_label,vulnerability_type,detected_safety_features,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,interaction_id,category,evidence,safety_feature_count
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::TestCoreVoting,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/mocks/TestCoreVoting.sol,vote,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/mocks/TestCoreVoting.sol#L193-L230,0.8289883476330776,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L12: for (uint256 i = 0; i < votingVaults.length; i++) {,"L8: require(block.number <= proposals[proposalId].expiration, ""Expired"");","1: function vote(\n2:         address[] memory votingVaults,\n3:         bytes[] memory extraVaultData,\n4:         uint256 proposalId,\n5:         Ballot ballot\n6:     ) public returns (uint256) {\n7:         // No votes after the vote period is over\n8:         require(block.number <= proposals[proposalId].expiration, ""Expired"");\n9: \n10:         uint128 votingPower;\n11: \n12:         for (uint256 i = 0; i < votingVaults.length; i++) {\n13:             // ensure there are no voting vault duplicates\n14:             for (uint256 j = i + 1; j < votingVaults.length; j++) {",i:vote,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::GSCVault,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/vaults/GSCVault.sol,proveMembership,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/vaults/GSCVault.sol#L56-L101,0.8271103357101378,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L9: for (uint256 i = 0; i < votingVaults.length; i++) {,L6: assert(votingVaults.length > 0);,"1: function proveMembership(\n2:         address[] calldata votingVaults,\n3:         bytes[] calldata extraData\n4:     ) external {\n5:         // Check for call validity\n6:         assert(votingVaults.length > 0);\n7:         // We loop through the voting vaults to check they are authorized\n8:         // We check all up front to prevent any reentrancy or weird side effects\n9:         for (uint256 i = 0; i < votingVaults.length; i++) {\n10:             // Call the mapping the core voting contract to check that\n11:             // the provided address is in fact approved.\n12:             // Note - Post Berlin hardfork this repeated access is quite cheap.\n13:             bool vaultStatus = coreVoting.approvedVaults(votingVaults[i]);\n14:             require(vaultStatus, ""Voting vault not approved"");",i:proveMembership,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55::WBNB,DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55/contracts/libs/WBNB.sol,withdraw,DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55/contracts/libs/WBNB.sol#L23-L28,0.8159537263287734,0,,require_assert_guard_before_call,L4: msg.sender.transfer(wad);,L3: balanceOf[msg.sender] -= wad;,L2: require(balanceOf[msg.sender] >= wad);,"1: function withdraw(uint wad) public {\n2:         require(balanceOf[msg.sender] >= wad);\n3:         balanceOf[msg.sender] -= wad;\n4:         msg.sender.transfer(wad);\n5:         emit Withdrawal(msg.sender, wad);\n6:     }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::WETH9,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/external/maker/weth.sol,withdraw,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/external/maker/weth.sol#L39-L44,0.8159536368185285,0,,require_assert_guard_before_call,L4: msg.sender.transfer(wad);,L3: balanceOf[msg.sender] -= wad;,L2: require(balanceOf[msg.sender] >= wad);,"1: function withdraw(uint wad) public {\n2:         require(balanceOf[msg.sender] >= wad);\n3:         balanceOf[msg.sender] -= wad;\n4:         msg.sender.transfer(wad);\n5:         emit Withdrawal(msg.sender, wad);\n6:     }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::WBNB,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/token/WBNB.sol,withdraw,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/token/WBNB.sol#L33-L38,0.8159536010144213,0,,require_assert_guard_before_call,L4: msg.sender.transfer(wad);,L3: balanceOf[msg.sender] -= wad;,L2: require(balanceOf[msg.sender] >= wad);,"1: function withdraw(uint wad) public {\n2:         require(balanceOf[msg.sender] >= wad);\n3:         balanceOf[msg.sender] -= wad;\n4:         msg.sender.transfer(wad);\n5:         emit Withdrawal(msg.sender, wad);\n6:     }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::WETH9,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/WETH9.sol,withdraw,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/WETH9.sol#L41-L46,0.8159536010144213,0,,require_assert_guard_before_call,L4: msg.sender.transfer(wad);,L3: balanceOf[msg.sender] -= wad;,L2: require(balanceOf[msg.sender] >= wad);,"1: function withdraw(uint wad) public {\n2:         require(balanceOf[msg.sender] >= wad);\n3:         balanceOf[msg.sender] -= wad;\n4:         msg.sender.transfer(wad);\n5:         emit Withdrawal(msg.sender, wad);\n6:     }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_highest_score,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::Fliquidator,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/Fliquidator.sol,batchLiquidate,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/Fliquidator.sol#L86-L151,0.9847546359032936,0,,nonreentrant_modifier|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L32: IERC20(vAssets.borrowAsset).safeTransferFrom(msg.sender, _vault, debtTotal);",L7: IVaultControl.VaultAssets memory vAssets = IVaultControl(_vault).vAssets();,nonReentrant/modifier,"27:         IERC20(vAssets.borrowAsset).allowance(msg.sender, address(this)) >= debtTotal,\n28:         Errors.VL_MISSING_ERC20_ALLOWANCE\n29:       );\n30: \n31:       // Transfer borrowAsset funds from the Liquidator to Vault\n32:       IERC20(vAssets.borrowAsset).safeTransferFrom(msg.sender, _vault, debtTotal);\n33:     }\n34: \n35:     // Repay BaseProtocol debt\n36:     uint256 _value = vAssets.borrowAsset == ETH ? debtTotal : 0;\n37:     IVault(_vault).paybackLiq{ value: _value }(addrs, debtTotal);\n38: \n39:     // Compute liquidator's bonus: bonusL\n40:     uint256 bonus = IVault(_vault).getLiquidationBonusFor(debtTotal);",i:batchLiquidate,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_highest_score|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/ExchangeV2.sol,_initializeStaking,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/ExchangeV2.sol#L131-L135,0.9818597053142305,0,,state_update_before_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,,L3: _checkpointTimestamp = block.timestamp;,L2: require(_checkpointTimestamp == 0);,1: function _initializeStaking() internal {\n2:         require(_checkpointTimestamp == 0);\n3:         _checkpointTimestamp = block.timestamp;\n4:         _rate = IChessSchedule(chessSchedule).getRate(block.timestamp);\n5:     },i:_initializeStaking,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_highest_score,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CreditManager,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditManager.sol,openCreditAccount,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditManager.sol#L161-L233,0.9794524906369877,0,,require_assert_guard_before_call|nonreentrant_modifier|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,L49: IERC20(underlyingToken).safeTransferFrom(,L30: // borrowedAmount = amount * leverageFactor,nonReentrant/modifier | L13: require(,"44:             borrowedAmount,\n45:             creditAccount\n46:         ); // T:[CM-7]\n47: \n48:         // Transfer borrower own fund to credit account\n49:         IERC20(underlyingToken).safeTransferFrom(\n50:             msg.sender,\n51:             creditAccount,\n52:             amount\n53:         ); // T:[CM-6]\n54: \n55:         // Set parameters for new credit account\n56:         ICreditAccount(creditAccount).setGenericParameters(\n57:             borrowedAmount,",i:openCreditAccount,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,7
top50_highest_score,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/exchange/Exchange.sol,_buy,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/exchange/Exchange.sol#L611-L731,0.9787942113594686,0,,require_assert_guard_before_call|callee_user_controlled|contract_many_risky_interactions|contract_inheritance_modifier_summary,,L13: uint256 epoch = endOfEpoch(block.timestamp);,"L8: require(maxPDLevel > 0 && maxPDLevel <= PD_LEVEL_COUNT, ""Invalid premium-discount level"");","1: function _buy(\n2:         uint256 version,\n3:         uint256 tranche,\n4:         uint256 maxPDLevel,\n5:         uint256 estimatedNav,\n6:         uint256 quoteAmount\n7:     ) internal onlyActive {\n8:         require(maxPDLevel > 0 && maxPDLevel <= PD_LEVEL_COUNT, ""Invalid premium-discount level"");\n9:         require(version == fund.getRebalanceSize(), ""Invalid version"");\n10:         require(estimatedNav > 0, ""Zero estimated NAV"");\n11: \n12:         UnsettledBuyTrade memory totalTrade;\n13:         uint256 epoch = endOfEpoch(block.timestamp);\n14: ",i:_buy,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score,DAPP::DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82::Crossroad,DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts/Crossroad.sol,cancelOrder,DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts/Crossroad.sol#L485-L527,0.9785034815241731,0,,require_assert_guard_before_call|trusted_or_fixed_callee|safe_erc20_wrapper|contract_inheritance_modifier_summary,"L37: IERC20(order.tokenIn).safeTransfer(order.poster,_amountIn);",L7: Order storage order = orders[_orderId];,"L5: require(_orderId != 0 && _orderId <= orderCount, ""Crossroad: Invalid order"");","32:             {\n33:                 TransferHelper.safeTransferETH(order.poster,_amountIn);\n34:             }\n35:             else\n36:             {\n37:                 IERC20(order.tokenIn).safeTransfer(order.poster,_amountIn);\n38:             }\n39:         }\n40: \n41:         // refund any remaining reward\n42:         IERC20(order.tokenReward).safeTransfer(order.poster,_amountReward);\n43:     }",i:cancelOrder,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalancingSetExchangeIssuanceModule,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/RebalancingSetExchangeIssuanceModule.sol,validateRedeemInputs,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/RebalancingSetExchangeIssuanceModule.sol#L333-L372,0.9759942874718133,0,,state_update_before_external_call|require_assert_guard_before_call|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L21: ISetToken rebalancingSet = ISetToken(_rebalancingSetAddress);,L9: // Require only 1 receive token,"1: function validateRedeemInputs(\n2:         address _rebalancingSetAddress,\n3:         uint256 _rebalancingSetQuantity,\n4:         ExchangeIssuanceLibrary.ExchangeIssuanceParams memory _exchangeIssuanceParams\n5:     )\n6:         private\n7:         view\n8:     {\n9:         // Require only 1 receive token\n10:         require(\n11:             _exchangeIssuanceParams.receiveTokens.length == 1,\n12:             ""RebalancingSetExchangeIssuanceModule.validateRedeemInputs: Only 1 Receive Token Allowed""\n13:         );\n14: ",i:validateRedeemInputs,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_highest_score,FORGE::vfp_00001::AutonomousAgentDeployer,AutonomousAgentDeployer.sol,swapExactSPECForTokens,AutonomousAgentDeployer.sol#L347-L376,0.9748777665229649,0,,require_assert_guard_before_call|nonreentrant_modifier|trusted_or_fixed_callee|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L22: IERC20Upgradeable(_agentToken).safeTransfer(msg.sender, tokensReceived);",L4: uint256 taxSpecAmount = (_amountIn * AgentToken(_agentToken).taxPercentage() / 10000);,"nonReentrant/modifier | L2: require(agentTokens[_agentToken], ""Invalid agent token"");","17:         } else {\n18:             uint256 tokensReceived = getTokensReceived(userSpecAmount, _agentToken);\n19:             require(tokensReceived >= amountOutMin, ""Insufficient tokens output"");\n20:             agentTokensSold[_agentToken] += tokensReceived;\n21:             totalSPECDeposited[_agentToken] += userSpecAmount;\n22:             IERC20Upgradeable(_agentToken).safeTransfer(msg.sender, tokensReceived);\n23:             emit TokensSold(_agentToken, msg.sender, tokensReceived, _amountIn);\n24:         }\n25:         _distributeSwapFees(taxSpecAmount);\n26:         //Create liquidity pool if we meet liquidity conditions\n27:         if(totalSPECDeposited[_agentToken] > UNISWAP_POOL_CREATION_VALUE && agentTokenUniswapPool[_agentToken] == address(0)) {\n28:             _createUniswapPool(_agentToken, _deadline);\n29:         }\n30:     }",i:swapExactSPECForTokens,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_highest_score,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::Core,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/Core.sol,removeFactory,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/Core.sol#L113-L131,0.9731879627186301,0,,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L12: state.factories = state.factories.remove(_factory);,"L7: require( | function removeFactory(
        address _factory
    )
        external
        onlyOwner","1: function removeFactory(\n2:         address _factory\n3:     )\n4:         external\n5:         onlyOwner\n6:     {\n7:         require(\n8:             state.validFactories[_factory],\n9:             ""Invalid Factory""\n10:         );\n11: \n12:         state.factories = state.factories.remove(_factory);\n13: \n14:         state.validFactories[_factory] = false;",i:removeFactory,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreAccounting,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreAccounting.sol,deposit,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreAccounting.sol#L50-L75,0.9731879627186301,0,,nonreentrant_modifier|contract_modifier_access_summary|contract_inheritance_modifier_summary,L12: state.transferProxyInstance.transfer(,,nonReentrant/modifier,"7:         whenOperational\n8:     {\n9:         // Don't deposit if quantity <= 0\n10:         if (_quantity > 0) {\n11:             // Call TransferProxy contract to transfer user tokens to Vault\n12:             state.transferProxyInstance.transfer(\n13:                 _token,\n14:                 _quantity,\n15:                 msg.sender,\n16:                 state.vault\n17:             );\n18: \n19:             // Call Vault contract to attribute deposited tokens to user\n20:             state.vaultInstance.incrementTokenOwner(",i:deposit,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_highest_score|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::Flasher,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/flashloans/Flasher.sol,executeOperation,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/flashloans/Flasher.sol#L165-L193,0.9730956367902479,0,,require_assert_guard_before_call|trusted_or_fixed_callee|contract_inheritance_modifier_summary,,"L10: FlashLoan.Info memory info = abi.decode(params, (FlashLoan.Info));","L8: require(msg.sender == _aaveLendingPool && initiator == address(this), Errors.VL_NOT_AUTHORIZED);","1: function executeOperation(\n2:     address[] calldata assets,\n3:     uint256[] calldata amounts,\n4:     uint256[] calldata premiums,\n5:     address initiator,\n6:     bytes calldata params\n7:   ) external override returns (bool) {\n8:     require(msg.sender == _aaveLendingPool && initiator == address(this), Errors.VL_NOT_AUTHORIZED);\n9: \n10:     FlashLoan.Info memory info = abi.decode(params, (FlashLoan.Info));\n11: \n12:     uint256 _value;\n13:     if (info.asset == _ETH) {\n14:       // Convert WETH to ETH and assign amount to be set as msg.value",i:executeOperation,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_highest_score,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::FlashBorrower,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/mocks/FlashBorrower.sol,onFlashLoan,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/mocks/FlashBorrower.sol#L25-L43,0.9700907982525714,0,,state_update_before_external_call|require_assert_guard_before_call|trusted_or_fixed_callee|contract_inheritance_modifier_summary,"L12: IERC20(token).transfer(address(lender), amount + fee);",L4: flashInitiator = initiator;,"L2: require(msg.sender == address(lender), ""FlashBorrower: Untrusted lender"");","7:         flashFee = fee;\n8:         if (action == Action.NORMAL) {\n9:             flashBalance = IERC20(token).balanceOf(address(this));\n10:         } else if (action == Action.TRANSFER) {\n11:             flashBalance = IERC20(token).balanceOf(address(this));\n12:             IERC20(token).transfer(address(lender), amount + fee);\n13:         } else if (action == Action.STEAL) {\n14:             IERC20(token).transfer(address(0), amount);\n15:         } else if (action == Action.REENTER) {\n16:             flashBorrow(token, amount * 2, Action.NORMAL);\n17:         }\n18:         return keccak256(""ERC3156FlashBorrower.onFlashLoan"");\n19:     }",i:onFlashLoan,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::AccountMining,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountMining.sol,claim,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountMining.sol#L49-L77,0.9675840896541997,0,,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|contract_inheritance_modifier_summary,"L23: IERC20(token).transfer(account, amount),",L11: address account = msg.sender;,L6: require(,"18:         );\n19: \n20:         // Mark it claimed and send the token.\n21:         _setClaimed(index);\n22:         require(\n23:             IERC20(token).transfer(account, amount),\n24:             ""MerkleDistributor: Transfer failed.""\n25:         );\n26: \n27:         accountFactory.mineCreditAccount();\n28:         emit Claimed(index, account);\n29:     }",i:claim,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalancingSetToken,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetToken.sol,settleRebalance,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetToken.sol#L295-L315,0.9644909347500703,0,,state_update_before_external_call|state_update_after_external_call|contract_inheritance_modifier_summary,,L5: unitShares = SettleRebalanceLibrary.settleRebalance(,,"1: function settleRebalance()\n2:         external\n3:     {\n4:         // Settle the rebalance and mint next Sets\n5:         unitShares = SettleRebalanceLibrary.settleRebalance(\n6:             totalSupply(),\n7:             biddingParameters.remainingCurrentSets,\n8:             biddingParameters.minimumBid,\n9:             naturalUnit,\n10:             nextSet,\n11:             core,\n12:             vault,\n13:             uint8(rebalanceState)\n14:         );",i:settleRebalance,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_highest_score,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CreditFilter,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditFilter.sol,pause,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditFilter.sol#L34-L40,0.9599913941369538,0,,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,,L2: require( | function pause() external,"1: function pause() external {\n2:         require(\n3:             _acl.isPausableAdmin(msg.sender),\n4:             Errors.ACL_CALLER_NOT_PAUSABLE_ADMIN\n5:         ); // T:[ACLT-1]\n6:         _pause();\n7:     }",i:pause,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,4
top50_highest_score|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Exchange,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/exchange/Exchange.sol,matchOrders,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/exchange/Exchange.sol#L34-L81,0.9555043363147943,0,,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L9: IPerpetual perpetual = IPerpetual(_perpetual);,"L7: require(!takerOrderParam.isMakerOnly(), ""taker order is maker only"");","1: function matchOrders(\n2:         LibOrder.OrderParam memory takerOrderParam,\n3:         LibOrder.OrderParam[] memory makerOrderParams,\n4:         address _perpetual,\n5:         uint256[] memory amounts\n6:     ) public {\n7:         require(!takerOrderParam.isMakerOnly(), ""taker order is maker only"");\n8: \n9:         IPerpetual perpetual = IPerpetual(_perpetual);\n10:         require(perpetual.status() == LibTypes.Status.NORMAL, ""wrong perpetual status"");\n11: \n12:         uint256 tradingLotSize = perpetual.getGovernance().tradingLotSize;\n13:         bytes32 takerOrderHash = validateOrderParam(perpetual, takerOrderParam);\n14:         uint256 takerFilledAmount = filled[takerOrderHash];",i:matchOrders,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_highest_score,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Position,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/perpetual/Position.sol,_withdraw,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/perpetual/Position.sol#L67-L87,0.9541721382728344,0,,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions,L18: guy.transfer(rawAmount);,L7: cashBalances[guy].appliedBalance = cashBalances[guy].appliedBalance.sub(wadAmount);,"L2: require(wadAmount > 0, ""negtive amount"");","11:             );\n12:         }\n13:         cashBalances[guy].balance = cashBalances[guy].balance.sub(wadAmount);\n14:         uint256 rawAmount = toCollateral(wadAmount);\n15:         if (isTokenizedCollateral()) {\n16:             IERC20(collateral).safeTransfer(guy, rawAmount);\n17:         } else {\n18:             guy.transfer(rawAmount);\n19:         }\n20:         emit Withdraw(guy, wadAmount, cashBalances[guy].balance, cashBalances[guy].appliedBalance);\n21:     }",i:_withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
