model,seed,error_type,probability,threshold,graph_id,contract,function,node_id,label,pred,vulnerability_type,scope,external_methods,external_call_count,state_var_count,evidence_pointer
Current HyperVul,43,false_positive,0.8262521624565125,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",KODAV3UpgradableGatedMarketplace,_handleSaleFunds,i:_handleSaleFunds,0,1,,,call|call,2,2,
Current HyperVul,43,false_positive,0.8262521624565125,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableCollectorOnlyMarketplace",KODAV3UpgradableCollectorOnlyMarketplace,_handleSaleFunds,i:_handleSaleFunds,0,1,,,call|call,2,2,
Current HyperVul,43,false_positive,0.8262521624565125,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3GatedMerkleMarketplace",KODAV3GatedMerkleMarketplace,_handleSaleFunds,i:_handleSaleFunds,0,1,,,call|call,2,2,
Current HyperVul,43,false_positive,0.8141821026802063,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombFtmCurveGeist,PowerBombFtmCurveGeist,_deposit,i:_deposit,0,1,,,balanceOf|safeTransferFrom|add_liquidity|deposit,4,10,
Current HyperVul,43,false_positive,0.8132680654525757,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,OKLGAtomicSwapInstance,receiveTokensFromSource,i:receiveTokensFromSource,0,1,,,call|transferFrom,2,7,
Current HyperVul,43,false_positive,0.8105655908584595,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3PrimaryMarketplace",KODAV3PrimaryMarketplace,_facilitateNextPrimarySale,i:_facilitateNextPrimarySale,0,1,,,facilitateReversePrimarySale|safeTransferFrom,2,1,
Current HyperVul,43,false_positive,0.8001565337181091,0.646,FORGE::vfp_00058::BasePositionManager,BasePositionManager,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,43,false_positive,0.8001565337181091,0.646,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,43,false_positive,0.8001565337181091,0.646,FORGE::vfp_00058::LikwidPairPosition,LikwidPairPosition,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,43,false_positive,0.8001565337181091,0.646,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,43,false_positive,0.7858930230140686,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::TokenRoyaltiesRegistry",TokenRoyaltiesRegistry,confirm,i:confirm,0,1,,,clone|init,2,5,
Current HyperVul,43,false_positive,0.7828384637832642,0.646,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,MolochPool,sync,i:sync,0,1,,,proposalQueue,1,3,
Current HyperVul,43,false_positive,0.7794772386550903,0.646,FORGE::vfp_00126::HubPool,HubPool,claimProtocolFeesCaptured,i:claimProtocolFeesCaptured,0,1,,,safeTransfer,1,2,
Current HyperVul,43,false_positive,0.7783977389335632,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,drain,i:drain,0,1,,,call|call,2,6,
Current HyperVul,43,false_positive,0.7779463529586792,0.646,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,addMargin,i:addMargin,0,1,,,MarginParams,1,1,
Current HyperVul,43,false_positive,0.7749521732330322,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaSToken,OKLGFaaSToken,emergencyUnstake,i:emergencyUnstake,0,1,,,transferFrom|transfer,2,5,
Current HyperVul,43,false_positive,0.7735028266906738,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,handleSecondarySaleFunds,i:handleSecondarySaleFunds,0,1,,,call|call|call,3,3,
Current HyperVul,43,false_positive,0.7694888710975647,0.646,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,_deposit,i:_deposit,0,1,,,LendParams|unlock,2,3,
Current HyperVul,43,false_positive,0.7663635611534119,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,Audius,_withdraw,i:_withdraw,0,1,,,withdraw|transfer,2,2,
Current HyperVul,43,false_positive,0.7542604804039001,0.646,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Boardroom,Boardroom,allocateSeigniorage,i:allocateSeigniorage,0,1,,,push|safeTransferFrom,2,2,
Current HyperVul,43,false_positive,0.7497410178184509,0.646,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::TroveManager,TroveManager,_getTotalsFromBatchLiquidate_NormalMode,i:_getTotalsFromBatchLiquidate_NormalMode,0,1,,,sub,1,1,
Current HyperVul,43,false_positive,0.7460347414016724,0.646,FORGE::vfp_00126::SpokePool,SpokePool,_depositV3,i:_depositV3,0,1,,,checkAddress|deposit|safeTransferFrom|toAddress,4,4,
Current HyperVul,43,false_positive,0.7453528642654419,0.646,DAPP::DAppSCAN-source/contracts/PeckShield-Duet/duet-collateral-contracts-92452dad092d6b5f76713484e30159b5fa75ea80::StrategyForPancakeLP,StrategyForPancakeLP,doHarvest,i:doHarvest,0,1,,,balanceOf|swapExactTokensForTokens|swapExactTokensForTokens|balanceOf|balanceOf|addLiquidity|deposit,7,9,
Current HyperVul,43,false_positive,0.7453500628471375,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintBatchEditionAndComposeERC20s,i:mintBatchEditionAndComposeERC20s,0,1,,,isVerifiedArtist|mintBatchEditionAndComposeERC20s,2,2,
Current HyperVul,43,false_positive,0.740633487701416,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",ClaimableFundsReceiverV1,drainERC20,i:drainERC20,0,1,,,balanceOf|transfer|transfer,3,3,
Current HyperVul,43,false_positive,0.740633487701416,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsSplitterV1",ClaimableFundsSplitterV1,drainERC20,i:drainERC20,0,1,,,balanceOf|transfer|transfer,3,3,
Current HyperVul,43,false_positive,0.740633487701416,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,drainERC20,i:drainERC20,0,1,,,balanceOf|transfer|transfer,3,3,
Current HyperVul,43,false_positive,0.7401706576347351,0.646,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,MolochPool,deposit,i:deposit,0,1,,,balanceOf|transferFrom,2,2,
Current HyperVul,43,false_positive,0.7303571701049805,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,KetherNFTLoaner,loanPlot,i:loanPlot,0,1,,,call|call,2,3,
Current HyperVul,43,false_positive,0.7294896841049194,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableCollectorOnlyMarketplace",KODAV3UpgradableCollectorOnlyMarketplace,_handleMint,i:_handleMint,0,1,,,facilitateNextPrimarySale|safeTransferFrom,2,1,
Current HyperVul,43,false_positive,0.7289634943008423,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGRewards,OKLGRewards,claimETHRewards,i:claimETHRewards,0,1,,,balanceOf|call,2,2,
Current HyperVul,43,false_positive,0.7272661328315735,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,initialDeposit,i:initialDeposit,0,1,,,initialDepositCb|MonitorEventCallback|balanceOf,3,4,
Current HyperVul,43,false_positive,0.7268425822257996,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLG,OKLG,_buyBackTokens,i:_buyBackTokens,0,1,,,WETH|swapExactETHForTokensSupportingFeeOnTransferTokens,2,3,
Current HyperVul,43,false_positive,0.7258414626121521,0.646,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,claimTokens,i:claimTokens,0,1,,,transfer,1,3,
Current HyperVul,43,false_positive,0.7233001589775085,0.646,FORGE::vfp_00126::HubPool,HubPool,executeRootBundle,i:executeRootBundle,0,1,,,delegatecall|safeTransfer,2,3,
Current HyperVul,43,false_positive,0.7230700850486755,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,MTGYTokenLocker,createLocker,i:createLocker,0,1,,,transferFrom|transferFrom|push,3,4,
Current HyperVul,43,false_positive,0.7228948473930359,0.646,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestAutoFarmCompoundingStrategyToken,TestAutoFarmCompoundingStrategyToken,test01Part2,i:test01Part2,0,1,,,pool_token|_getBalance|calcSharesFromAmount|_approveFunds|deposit|_getBalance|_getBalance,7,1,
Current HyperVul,43,false_positive,0.72198486328125,0.646,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestAutoFarmCompoundingStrategyToken,TestAutoFarmCompoundingStrategyToken,test01Part3,i:test01Part3,0,1,,,pool_token|_getBalance|calcAmountFromShares|withdraw|_getBalance|_getBalance,6,1,
Current HyperVul,43,false_positive,0.7139176726341248,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve33,PowerBombAvaxCurve33,_deposit,i:_deposit,0,1,,,balanceOf|safeTransferFrom|add_liquidity|deposit,4,10,
Current HyperVul,43,false_positive,0.7139125466346741,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,_deposit,i:_deposit,0,1,,,balanceOf|safeTransferFrom|add_liquidity|deposit,4,10,
Current HyperVul,43,false_positive,0.7129318118095398,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDa,SafeBoxFilDa,updatetoken,i:updatetoken,0,1,,,balanceOf|claimComp|balanceOf|transfer|mintRewards|balanceOf|claimComp|balanceOf|transfer|mintRewards,10,8,
Current HyperVul,43,false_positive,0.7110980153083801,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,withdrawPawn,i:withdrawPawn,0,1,,,withdrawPawnCb|MonitorEventCallback|balanceOf,3,4,
Current HyperVul,43,false_positive,0.7110192179679871,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDaETH,SafeBoxFilDaETH,updatetoken,i:updatetoken,0,1,,,balanceOf|claimComp|balanceOf|transfer|mintRewards|balanceOf|claimComp|balanceOf|transfer|mintRewards,10,8,
Current HyperVul,43,false_positive,0.7088564038276672,0.646,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,withdraw,i:withdraw,0,1,,,LendParams|unlock,2,3,
Current HyperVul,43,false_positive,0.7035439610481262,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombOneCurve,PowerBombOneCurve,_deposit,i:_deposit,0,1,,,balanceOf|safeTransferFrom|add_liquidity|deposit,4,10,
Current HyperVul,43,false_positive,0.7034436464309692,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintToken,i:mintToken,0,1,,,isVerifiedArtist|mintBatchEdition,2,2,
Current HyperVul,43,false_positive,0.7030808329582214,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::ACL,ACL,multiSigSetACLs,i:multiSigSetACLs,0,1,,,setACL,1,1,
Current HyperVul,43,false_positive,0.7012125253677368,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,_placeTokenBidFor,i:_placeTokenBidFor,0,1,,,ownerOf,1,3,
Current HyperVul,43,false_positive,0.6952587366104126,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwapInstance,OKLGAtomicSwapInstance,fundSendToDestinationGas,i:fundSendToDestinationGas,0,1,,,call,1,3,
Current HyperVul,43,false_positive,0.6896432638168335,0.646,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestAutoFarmCompoundingStrategyToken,TestAutoFarmCompoundingStrategyToken,test01Part1,i:test01Part1,0,1,,,pool_token|coins|_getBalance|_getBalance|_approveFunds|deposit|_getBalance|_approveFunds|add_liquidity|_getBalance|_getBalance|_getBalance,12,1,
Current HyperVul,43,false_positive,0.6890754699707031,0.646,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money-Final Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,MasterChef,add,i:add,0,1,,,push,1,3,
Current HyperVul,43,false_positive,0.6889978647232056,0.646,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,MasterChef,add,i:add,0,1,,,push,1,3,
Current HyperVul,43,false_positive,0.686514675617218,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLetsApe,OKLetsApe,mint,i:mint,0,1,,,increment|current|increment|current,4,8,
Current HyperVul,43,false_positive,0.685960054397583,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintBatchEdition,i:mintBatchEdition,0,1,,,isVerifiedArtist|mintBatchEdition,2,2,
Current HyperVul,43,false_positive,0.6834204196929932,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintConsecutiveBatchEdition,i:mintConsecutiveBatchEdition,0,1,,,isVerifiedArtist|mintConsecutiveBatchEdition,2,2,
Current HyperVul,43,false_positive,0.6809109449386597,0.646,FORGE::vfp_00126::HubPool,HubPool,proposeRootBundle,i:proposeRootBundle,0,1,,,safeTransferFrom,1,4,
Current HyperVul,43,false_positive,0.678881824016571,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::TenBankHall,TenBankHall,withdrawLPToken,i:withdrawLPToken,0,1,,,withdrawLPToken,1,1,
Current HyperVul,43,false_positive,0.6774774193763733,0.646,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,KetherNFTLoaner,addPlot,i:addPlot,0,1,,,call|transferFrom,2,3,
Current HyperVul,43,false_positive,0.6755738854408264,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,drainShare,i:drainShare,0,1,,,call,1,5,
Current HyperVul,43,false_positive,0.6752499341964722,0.646,FORGE::vfp_00260::Arbitrum_Adapter,Arbitrum_Adapter,relayTokens,i:relayTokens,0,1,,,getGateway|safeIncreaseAllowance|outboundTransfer|outboundTransferCustomRefund,4,6,
Current HyperVul,43,false_positive,0.6746265888214111,0.646,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,deposit,i:deposit,0,1,,,depositCb|MonitorEventCallback|balanceOf,3,4,
Current HyperVul,43,false_positive,0.6737769842147827,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Graph,Graph,_processNewStake,i:_processNewStake,0,1,,,balanceOf|totalTokens|updateTotalTokens|percOf|percOf,5,7,
Current HyperVul,43,false_positive,0.6719065308570862,0.646,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,Ambix,run,i:run,0,1,,,allowance|burnFrom|transfer|allowance|burnFrom|transfer,6,4,
Current HyperVul,43,false_positive,0.6684468984603882,0.646,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,SkyRewardPool,deposit,i:deposit,0,1,,,sub|div|mul|safeTransferFrom|add|div|mul,7,2,
Current HyperVul,43,false_positive,0.667791485786438,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,Audius,processUnstake,i:processUnstake,0,1,,,processUnlocks|requestUndelegateStake,2,3,
Current HyperVul,43,false_positive,0.6677625179290771,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,_harvest,i:_harvest,0,1,,,balanceOf|balanceOf|claim_rewards|balanceOf|balanceOf|withdraw|call|getRewardsBalance|claimRewards|safeTransfer|deposit|balanceOf,12,13,
Current HyperVul,43,false_positive,0.6666769981384277,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,rejectTokenBid,i:rejectTokenBid,0,1,,,ownerOf,1,2,
Current HyperVul,43,false_positive,0.6657654047012329,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve33,PowerBombAvaxCurve33,_harvest,i:_harvest,0,1,,,claim_rewards|balanceOf|balanceOf|balanceOf|withdraw|call|safeTransfer,7,8,
Current HyperVul,43,false_positive,0.6638180017471313,0.646,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::StabilityPool,StabilityPool,_sendETHGainToDepositor,i:_sendETHGainToDepositor,0,1,,,call,1,1,
Current HyperVul,43,false_positive,0.6635696887969971,0.646,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,_facilitateSecondarySale,i:_facilitateSecondarySale,0,1,,,royaltyInfo|safeTransferFrom,2,1,
Current HyperVul,43,false_positive,0.661513090133667,0.646,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Treasury,Treasury,initialize,i:initialize,0,1,,,balanceOf,1,23,
Current HyperVul,43,false_positive,0.6603605151176453,0.646,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::StabilityPool,StabilityPool,_sendLUSDtoStabilityPool,i:_sendLUSDtoStabilityPool,0,1,,,sendToPool,1,2,
Current HyperVul,43,false_positive,0.6580169200897217,0.646,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LiabilityFactory,LiabilityFactory,createLighthouse,i:createLighthouse,0,1,,,resolver|setSubnodeOwner|resolver|setResolver|setAddr,5,3,
Current HyperVul,43,false_positive,0.656578540802002,0.646,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,Audius,_processNewStake,i:_processNewStake,0,1,,,balanceOf|totalTokens|updateTotalTokens|percOf|percOf,5,7,
Current HyperVul,43,false_positive,0.655146062374115,0.646,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::MolochPool,MolochPool,activate,i:activate,0,1,,,transferFrom,1,2,
Current HyperVul,44,false_negative,0.002335390541702509,0.354,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,ImpossibleWrappedToken,deposit,i:deposit,1,0,Reentrancy (SWC-107)|SWC-107-Reentrancy,reentrancy,balanceOf,1,5,DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876/contracts/ImpossibleWrappedToken.sol:53-53|DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876/contracts/ImpossibleWrappedToken.sol:65-65|DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876/contracts/ImpossibleWrappedToken.sol:L53-61|DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876/contracts/ImpossibleWrappedToken.sol:L65-73
Current HyperVul,44,false_negative,0.012110371142625809,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,PRA,lock,i:lock,1,0,Reentrancy (SWC-107)|SWC-107-Reentrancy,reentrancy,allowance|balanceOf|safeTransferFrom,3,3,DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d/contracts/PRA.sol:66-80|DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d/contracts/PRA.sol:L66 - L80
Current HyperVul,44,false_negative,0.02422635443508625,0.354,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,_executeAddLeverage,i:_executeAddLeverage,1,0,"CWE:CWE-670,CWE-691|Reentrancy (SWC-107)",other|reentrancy,reserve01|reserve01|reserve01|deduct|update|toInt128,6,1,data/FORGE-Curated/flatten/vfp-vuln/vfp_00058.json#15
Current HyperVul,44,false_negative,0.02515055611729622,0.354,FORGE::vfp_00126::SpokePool,SpokePool,_setOftMessenger,i:_setOftMessenger,1,0,"CWE:CWE-670,CWE-691|Reentrancy (SWC-107)",other|reentrancy,token,1,1,data/FORGE-Curated/flatten/vfp-vuln/vfp_00126.json#2
