group_kind,group_key,member_count,splits,labels,members,recommended_action
exact_contract_hash,8ae17ee0c0ebdd564c9362d5905fd2fc9a9bcd283cd7c07be57993dbcdf7e45a,2,train|val,0,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridge,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,f87024a6138f3c21b300a85e6c531a17a820dd7b9740e68f0e66e9b742faf41f,2,train|val,0,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::IssuanceBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::IssuanceBridge,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,baff7af9c5ad4fb9887ae81287dc3e216a119780c3d23202d7468a453bc6b805,2,train|val,0,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::AaveLendingBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::AaveLendingBridge,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,dc1e571d2b5c0c0ce8d480358f61c8d6318048f4248d2b51299b69b508dd1d2f,2,train|val,0,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MStableBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MStableBridge,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,656f1f37ca5a40312f077b829548850492c57e3dd74d13832741d6e1e4c26345,2,train|val,0,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RaiBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RaiBridge,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,7,train,0,train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::DSAuth ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::DSThing ; train:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::Median ; train:DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::DSProxy ; train:DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::DSAuth ; train:DAPP::DAppSCAN-source/contracts/Chainsecurity-Oasis  Multiply Smart Contracts/multiply-proxy-actions-e277ac1471a95138aaa93b39cf2c16c36c769740::DSProxy ; train:DAPP::DAppSCAN-source/contracts/Chainsecurity-Oasis  Multiply Smart Contracts/multiply-proxy-actions-e277ac1471a95138aaa93b39cf2c16c36c769740::DSAuth,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,801651fc8fc9ae5bc91c9addff7527b178a8429a424c3afdabbcb4f2ab474505,2,train,0,train:DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_ERC20 ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_ERC20_Vesper_Orbit_FRAX,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,7902e22ae8a64601c75cf534c546d43bed7f087e78c8e9750f9f4179403f8133,2,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::BancorNetwork ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestBancorNetwork,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,15f642ee7fc46349272cf18a673a047de7cd0310863d157f346275501eed9eec,2,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestLiquidityPoolV1Converter ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidityPoolV1Converter,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,d7cdf0dcd9a34780e463a0e68f81c892702a36467f7d0702e29a709b4a56eee9,4,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestDynamicLiquidTokenConverterFactory ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestTokenHandler ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TokenHandler ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TokenHolder,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,cd93e0e1db5d47d1ad3332840781da1960da35136d25f0e62fcfe72af98e7f5d,2,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestContractRegistryClient ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::ContractRegistryClient,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,3ebd1a7e8e1352b297bb30bfa5568edf87277fb6dd0001b5b5421cf095a3bdba,2,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestLiquidityPoolV2Converter ; train:DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidityPoolV2Converter,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,ceb2a6360751b7457b01ece70d9d178a800752f2b41326ec587bf06c6af24a94,2,train,0,"train:DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::Timelock ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::Timelock",same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,1dbcd59def57780bf6e367235b0002b3ea69ddcad18415b2495b90732cddc61b,3,train,0,"train:DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::WNativeRelayer ; train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WNativeRelayer ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WNativeRelayer",same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,cf3fd17bbce6fd1ba2a05425a21d424305593e29950470011fc50b5a06de3a99,3,train,0,"train:DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::MasterChef ; train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::MasterChef ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::MasterChef",same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,6118c492ab0dc7ba563266e11b895295918c476d440a05aeca5d296ea2ef8744,2,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::AaveView ; train:DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::AaveHelper,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,6ada741866f0492dbd769b59aceb9254aba87336616b0eee628c5c7dc1028f51,2,train,0,train:DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::TokenUtils ; train:DAPP::DAppSCAN-source/contracts/Chainsecurity-Oasis  Multiply Smart Contracts/multiply-proxy-actions-e277ac1471a95138aaa93b39cf2c16c36c769740::TokenUtils,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,300a103359678bafbb605d97687247bdcf5392af015037b4afd5f4b50fd4163d,2,train,0,train:DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::yToken ; train:DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::AffiliateToken,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,37b7ddc7d04c368ec4f2c4d3868b0a23eb1b99dffe9a09f81d43168eb9046db1,2,train,0,train:DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::BaseStrategy ; train:DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::BaseStrategyInitializable,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,6,train|val,0,train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::UpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::AdminUpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::FiatTokenProxy ; val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::AdminUpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::KaoyaProxy,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,54a1d967e93a9a5468710464f89072b30b8a71f31dc4a34d46786141ca42d120,3,train,0,train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::DSAuth ; train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::DSStop ; train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::DSToken,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,f01a6c5cd049869f3b46764740f397e93b46310500dd35781b13d3591384820b,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WaultSwapPair ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapPair,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,e14d10b682fb591ee5b0428188a20bf490ac074a944dace3ec3ca7c8c5e64e87,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WaultSwapFactory ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapFactory,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,eb1e2d284f6a3665aeb142727a5146c99befeb6bdfab201948aed80d796a357c,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WexMaster ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WexMaster,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,3e4b97413726ce5df40cf4492472c83095037d1b9425c3269b0fdfbe12137fdf,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::StronkAlpacaRelayer ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StronkAlpacaRelayer,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,3d6b2b2ca7ab5f979756ab59a288e7eef732b82aa076786a87b080eb00a22e50,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::FairLaunchV2 ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::FairLaunchV2,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,34903229ed7f9870f719ee3b8d109e9c6177d32f513c5c5098e7f3bf0f5e729c,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::StronkAlpaca ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::StronkAlpaca,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,2583bb4134431dd5b1f6ce26ed061c5fc6fd6978ba621fa78d1d15b8fcb752eb,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::MerkleDistributor ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::MerkleDistributor,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,ebd4378897dfca81ce7720128cb02368678a945386d411279f3f6f81d10deab9,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::Shield ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::Shield,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,971ad247dde5fae28327aad7b2deb80c1808c6b47a1b04e6016021529d7069a8,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::FairLaunch ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::FairLaunch,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,23aa03a2fe1efd43e2f449a5c016c7b186465e41a7a4d43790dd784c5f67e4c4,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::LinearRelease ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::LinearRelease,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,3776f18d9f905bb9e4f11981c6ea6b9fe0ecc823f3286afe6a4fb1021cd58b2a,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::ChainLinkPriceOracle ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::ChainLinkPriceOracle,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,169d117279af886520d3b06744a31475d8f4ef7952241683718d5bd4ea9c42b4,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::CakeMaxiWorker ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::CakeMaxiWorker,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,fdae77ad89ab19d08111d88729252b12cb34a6df0ab80c794ccb3eda1c46ca24,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WaultSwapWorker ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapWorker,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,ce43d38381b42258da54fbad8031efc9376565318e698001cc37478a1944caae,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2Worker ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2Worker,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,1e347dc7e87c7cf1f15f7fc353c175586430e1fb3bfe1ed06c638eb37395e61f,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapWorker ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapWorker,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,af7472a54d3d3789affebe88f7e798643a9ac1883437156df61d7a71c44589d4,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2WorkerMigrate ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2WorkerMigrate,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,95f5bf0cf9b73ef2eee4a88819904d40fa75b274d6512fcd1d030825a32591fb,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WaultSwapRouter ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapRouter,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,88e61bba11ba4f10ba5a52b6007e6035810a3d4274fc231994d9cab756882d5e,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeRouter ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeRouter,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,a7bffbf366f83a2947df56c05d30a760800fd4aa826afb21b57cad366dc20d3f,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeMasterChef ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeMasterChef,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,2c00067175e4f5b37c9b32f89039019863b83857d83d3f75d5c18bb193fa147f,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WETH ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WETH,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,0f46471b94cb0d3a88e268c267895ae3a1c7b5acae7d42a65163c6b3f1daaafd,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2RestrictedStrategyAddTwoSidesOptimal ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedStrategyAddTwoSidesOptimal,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,8b192ea107748dd4bf8e432556475e9dc0b4a12d0713defb9ed83e6dd2fafc54,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2StrategyAddTwoSidesOptimalMigrate ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyAddTwoSidesOptimalMigrate,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,978f6a562b7d0fa0d44796864f7ab1b2e46503acd0e0d4a030c1938cdb438561,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2StrategyAddBaseTokenOnly ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyAddBaseTokenOnly,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,9da1eccb27961613f8b9bbf677702c431a95ed6b243a6b0142388d02d43557ad,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2StrategyLiquidate ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyLiquidate,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,afb896ef7b028836f29a365faae0dfe4f12fb2dba302df30d71a6bb69f56f36e,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2StrategyAddTwoSidesOptimal ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyAddTwoSidesOptimal,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,56d8fcde03834cdfd76cbfb96ce4dda0ae943118f0edd60429803e7b15ead5b6,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2StrategyWithdrawMinimizeTrading ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2StrategyWithdrawMinimizeTrading,same_split_or_merge; quarantine_if_labels_conflict
exact_contract_hash,cc9371c8ca48f236e877c741dbc91d14c195967313f3594731b50cebd5771235,2,train,0,train:DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2RestrictedSingleAssetStrategyAddBaseWithFarm ; train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeswapV2RestrictedSingleAssetStrategyAddBaseWithFarm,same_split_or_merge; quarantine_if_labels_conflict
