split,graph_id,dataset,source,project,contract,source_file,contract_label,n_pos,n_neg,interaction_count,vulnerability_types,scopes,primary_line_span,normalized_contract_hash,contract_signature_hash,function_hashes,family_key
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::CEvil,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,CEvil,,0,0,18,18,,,,7032c843a8b868859fe1ebf4c66482aec96a933d3bf98048009d7beabbaef7e1,7032c843a8b868859fe1ebf4c66482aec96a933d3bf98048009d7beabbaef7e1,02c59865162387fcc7fc589382de68129ab38da5a255254904a29e7f78e45c5b|1e4d74fd98f46bf74d4b53e11505828451dd91077201889c5b1db06b26c41295|24ef17578146a1edc0df0cf5c53dcfb5eb82c4cb939195834df3dc5ab29912f9|368fb6d30584a2141240134fcb76e95c8aea6d82d3017ca98f968849c8505936|38a4c30345083e8b45165187cd67de10a57fa940070cf2f54571d6f1cb149b16|3d7849f13e17f55184cb7377d0bf7a1e30d3d8bf5b5e4b3ef48d043f80b001c6|64fd14cd3a4063afa843158e61db339a7aeadc256926fd2d6ec479bd467303f0|675e6ebcfe5a4df9ca32d1b02de4baa5727245a1701c629d0b0e3e09448c4d3c|69e932f8cfc675b0313bff5d4dd13caeb4c057efb1f5465b0f24bbed80aafc09|6e56395cd530dfd9857bbe367c06fae6492ec5376152d5583113f2e2d40f66e2|88023e1fe064a3b987c800bf1237b740f208d52385201070fc2c0338366dc2ea|8b75ad5a0db60075095c393541dfbaf72c1e0c5fc49b72f6a93ee56a247a91d5|9b911b30005adcd6ebd2e359626f72e855e135303ffd8e82499ba9171a894c1f|ad82f06000c31242408c5a341ec155c63bc5c73765a8302149c7e5b4c3682732|c8d1311c9a0e3bc28413016b762ef60fade44918ec2790b7acdf6e1cdfcd1e51|dcddefd1465271292e361e2cf662c77b274f69fa131485bfb0d014584ee49bf7|e1a0670d88ecdb1978063c3cf709a7bc81cc29d08ba493e3af9a0b7abb196bf7|f5880a409e551efbaeac7eef0783554aae7c320dd6d650fb5ba967ed4329ee4d,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ABep20DelegateScenario,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ABep20DelegateScenario,,0,0,18,18,,,,7032c843a8b868859fe1ebf4c66482aec96a933d3bf98048009d7beabbaef7e1,7032c843a8b868859fe1ebf4c66482aec96a933d3bf98048009d7beabbaef7e1,02c59865162387fcc7fc589382de68129ab38da5a255254904a29e7f78e45c5b|1e4d74fd98f46bf74d4b53e11505828451dd91077201889c5b1db06b26c41295|24ef17578146a1edc0df0cf5c53dcfb5eb82c4cb939195834df3dc5ab29912f9|368fb6d30584a2141240134fcb76e95c8aea6d82d3017ca98f968849c8505936|38a4c30345083e8b45165187cd67de10a57fa940070cf2f54571d6f1cb149b16|3d7849f13e17f55184cb7377d0bf7a1e30d3d8bf5b5e4b3ef48d043f80b001c6|64fd14cd3a4063afa843158e61db339a7aeadc256926fd2d6ec479bd467303f0|675e6ebcfe5a4df9ca32d1b02de4baa5727245a1701c629d0b0e3e09448c4d3c|69e932f8cfc675b0313bff5d4dd13caeb4c057efb1f5465b0f24bbed80aafc09|6e56395cd530dfd9857bbe367c06fae6492ec5376152d5583113f2e2d40f66e2|88023e1fe064a3b987c800bf1237b740f208d52385201070fc2c0338366dc2ea|8b75ad5a0db60075095c393541dfbaf72c1e0c5fc49b72f6a93ee56a247a91d5|9b911b30005adcd6ebd2e359626f72e855e135303ffd8e82499ba9171a894c1f|ad82f06000c31242408c5a341ec155c63bc5c73765a8302149c7e5b4c3682732|c8d1311c9a0e3bc28413016b762ef60fade44918ec2790b7acdf6e1cdfcd1e51|dcddefd1465271292e361e2cf662c77b274f69fa131485bfb0d014584ee49bf7|e1a0670d88ecdb1978063c3cf709a7bc81cc29d08ba493e3af9a0b7abb196bf7|f5880a409e551efbaeac7eef0783554aae7c320dd6d650fb5ba967ed4329ee4d,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ABep20DelegateScenarioExtra,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ABep20DelegateScenarioExtra,,0,0,18,18,,,,7032c843a8b868859fe1ebf4c66482aec96a933d3bf98048009d7beabbaef7e1,7032c843a8b868859fe1ebf4c66482aec96a933d3bf98048009d7beabbaef7e1,02c59865162387fcc7fc589382de68129ab38da5a255254904a29e7f78e45c5b|1e4d74fd98f46bf74d4b53e11505828451dd91077201889c5b1db06b26c41295|24ef17578146a1edc0df0cf5c53dcfb5eb82c4cb939195834df3dc5ab29912f9|368fb6d30584a2141240134fcb76e95c8aea6d82d3017ca98f968849c8505936|38a4c30345083e8b45165187cd67de10a57fa940070cf2f54571d6f1cb149b16|3d7849f13e17f55184cb7377d0bf7a1e30d3d8bf5b5e4b3ef48d043f80b001c6|64fd14cd3a4063afa843158e61db339a7aeadc256926fd2d6ec479bd467303f0|675e6ebcfe5a4df9ca32d1b02de4baa5727245a1701c629d0b0e3e09448c4d3c|69e932f8cfc675b0313bff5d4dd13caeb4c057efb1f5465b0f24bbed80aafc09|6e56395cd530dfd9857bbe367c06fae6492ec5376152d5583113f2e2d40f66e2|88023e1fe064a3b987c800bf1237b740f208d52385201070fc2c0338366dc2ea|8b75ad5a0db60075095c393541dfbaf72c1e0c5fc49b72f6a93ee56a247a91d5|9b911b30005adcd6ebd2e359626f72e855e135303ffd8e82499ba9171a894c1f|ad82f06000c31242408c5a341ec155c63bc5c73765a8302149c7e5b4c3682732|c8d1311c9a0e3bc28413016b762ef60fade44918ec2790b7acdf6e1cdfcd1e51|dcddefd1465271292e361e2cf662c77b274f69fa131485bfb0d014584ee49bf7|e1a0670d88ecdb1978063c3cf709a7bc81cc29d08ba493e3af9a0b7abb196bf7|f5880a409e551efbaeac7eef0783554aae7c320dd6d650fb5ba967ed4329ee4d,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ADaiDelegateScenario,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ADaiDelegateScenario,,0,0,20,20,,,,d65bfca7c3a89e75b0aa3052faad51119cc50e71485dd73c1d83634fdae4d2b8,d65bfca7c3a89e75b0aa3052faad51119cc50e71485dd73c1d83634fdae4d2b8,02c59865162387fcc7fc589382de68129ab38da5a255254904a29e7f78e45c5b|1523d4e12e24adaa73de327d773dd855a1369b3a0955dfc2fb186113fc3376cb|1e4d74fd98f46bf74d4b53e11505828451dd91077201889c5b1db06b26c41295|24ef17578146a1edc0df0cf5c53dcfb5eb82c4cb939195834df3dc5ab29912f9|2ed07c888d7fc0aaf66379495c2d0e2828f2c0770e7fb74bd8e6c06e4b14242c|3002f21e04293671f7a501d12e52a3edabcd361421631e43a5d002acf2b5f47a|368fb6d30584a2141240134fcb76e95c8aea6d82d3017ca98f968849c8505936|3d7849f13e17f55184cb7377d0bf7a1e30d3d8bf5b5e4b3ef48d043f80b001c6|64fd14cd3a4063afa843158e61db339a7aeadc256926fd2d6ec479bd467303f0|675e6ebcfe5a4df9ca32d1b02de4baa5727245a1701c629d0b0e3e09448c4d3c|69e932f8cfc675b0313bff5d4dd13caeb4c057efb1f5465b0f24bbed80aafc09|8b75ad5a0db60075095c393541dfbaf72c1e0c5fc49b72f6a93ee56a247a91d5|8f28548bdcfc4febcb42aae6c3bd7b78aa2d4d02f43431fbd302e75331ba66d5|ad82f06000c31242408c5a341ec155c63bc5c73765a8302149c7e5b4c3682732|b49be546b2919f9e4987083c0e3fde10fcb7a73c560725dc0407548d526314a2|c8d1311c9a0e3bc28413016b762ef60fade44918ec2790b7acdf6e1cdfcd1e51|dcddefd1465271292e361e2cf662c77b274f69fa131485bfb0d014584ee49bf7|e1a0670d88ecdb1978063c3cf709a7bc81cc29d08ba493e3af9a0b7abb196bf7|f0990bd08b419b7daadcb50b54ff7f64a53e92cfe18c48875b485ffa2fdf8e39|f5880a409e551efbaeac7eef0783554aae7c320dd6d650fb5ba967ed4329ee4d,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::PriceOracleProxy,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,PriceOracleProxy,,0,0,1,1,,,,c26712e5dcbfb2be8be9cacc23f3a8ac7b23b04d924a62d29736d4247026fb81,c26712e5dcbfb2be8be9cacc23f3a8ac7b23b04d924a62d29736d4247026fb81,4f82fbe85acec315d7dd61a7f3f9038d18568bb03e95cd77785dcc8aa2a16e27,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::CanReclaimToken,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,CanReclaimToken,,0,0,1,1,,,,23713ad887048b60addbc7084a5cb35327f8084d702491c9b7c80228efe3a85e,23713ad887048b60addbc7084a5cb35327f8084d702491c9b7c80228efe3a85e,3d2e1b8827509b82e68f14f2853b396b0f941ae11697dbc509bc3a8dd01f4ef5,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::OwnableContract,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,OwnableContract,,0,0,1,1,,,,23713ad887048b60addbc7084a5cb35327f8084d702491c9b7c80228efe3a85e,23713ad887048b60addbc7084a5cb35327f8084d702491c9b7c80228efe3a85e,3d2e1b8827509b82e68f14f2853b396b0f941ae11697dbc509bc3a8dd01f4ef5,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::WBTAToken,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,WBTAToken,,0,0,1,1,,,,23713ad887048b60addbc7084a5cb35327f8084d702491c9b7c80228efe3a85e,23713ad887048b60addbc7084a5cb35327f8084d702491c9b7c80228efe3a85e,3d2e1b8827509b82e68f14f2853b396b0f941ae11697dbc509bc3a8dd01f4ef5,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ComptrollerScenarioG1,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ComptrollerScenarioG1,,0,0,8,8,,,,f8e3003e98fa552cd215c07a2e327903a6f4cfee79bbe927a88392f6dd131924,f8e3003e98fa552cd215c07a2e327903a6f4cfee79bbe927a88392f6dd131924,02059a93731993bc71981ef0b224ae3f219836ff5de5dd5880da0ebb8d821c5f|557f200dd27013cfc3ed4d2a751e0c4d367628f8a014c50ed1777e9072448c90|91e2910e99c620cd5d5c782882b81ede192b551ced1124a21f0b9bc97e9289fc|932772b6a1bfc093f249e15a73b4f408a092d42b3d2fb0fd8495cd2efc1aa255|935fc018d5a8f2625e8edadf4140cfa7a83c7ed7b5c2a3da83d3c4bc8a0460d3|b2bae97253e27e0cb74aa36a96b975b4f8f53e7007dea6089314bb7bde8643ed|da1154eb417ecba4a58520ac946dc15faec1efee092c5d3b8251fe060c85ab38|f846ad109b43daba6ad58e5c2fe1d0008458a4549297b5569da8e8a3f0a02004,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ABNBScenario,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ABNBScenario,,0,0,12,12,,,,10f8a476117413879d9875822df7827f1d6eab547af41f437d4f3d2d1f4bb9cd,10f8a476117413879d9875822df7827f1d6eab547af41f437d4f3d2d1f4bb9cd,02c59865162387fcc7fc589382de68129ab38da5a255254904a29e7f78e45c5b|1e4d74fd98f46bf74d4b53e11505828451dd91077201889c5b1db06b26c41295|24ef17578146a1edc0df0cf5c53dcfb5eb82c4cb939195834df3dc5ab29912f9|368fb6d30584a2141240134fcb76e95c8aea6d82d3017ca98f968849c8505936|38a4c30345083e8b45165187cd67de10a57fa940070cf2f54571d6f1cb149b16|675e6ebcfe5a4df9ca32d1b02de4baa5727245a1701c629d0b0e3e09448c4d3c|69e932f8cfc675b0313bff5d4dd13caeb4c057efb1f5465b0f24bbed80aafc09|8b75ad5a0db60075095c393541dfbaf72c1e0c5fc49b72f6a93ee56a247a91d5|ad82f06000c31242408c5a341ec155c63bc5c73765a8302149c7e5b4c3682732|dcddefd1465271292e361e2cf662c77b274f69fa131485bfb0d014584ee49bf7|e1a0670d88ecdb1978063c3cf709a7bc81cc29d08ba493e3af9a0b7abb196bf7|f5880a409e551efbaeac7eef0783554aae7c320dd6d650fb5ba967ed4329ee4d,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ComptrollerScenarioG6,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ComptrollerScenarioG6,,0,0,17,17,,,,dbf9ab93fd459095b5f57c11572517fe8fa52c8f90ede3c8bc5331cd7f81a833,dbf9ab93fd459095b5f57c11572517fe8fa52c8f90ede3c8bc5331cd7f81a833,1abc43f4cca4ca8cfd8eb6857dae7700614284b465bd05a3e9d9445aecfa5547|1dae095d7a6a3d191cecd9c7b70da3af51361a0d6d38a61ca3f3a9634f1488be|1defaaefd96f2b82598a7cae5fed17138164a8e117e4304a826164aea8304476|259d76c5734207bb07b23d164c291ba17a8e195516ebf34ae287c56fc8d5c7bc|270fc02b4039fe9ea7fc08a6766c7aaa7b4209ecc05815cc2b77e78b6a7a2219|4634cdb9aae215e5b3e00c867de57422ef949c0eedf90a6ed674c580587c442a|5877038fe4f0299d7101abaace36603a0a4b07d92a461bbcd45f580296e1cc64|71577663a569ee7e57d5f2e320a935d386585e29fc56c1f40a6504f9d36d4045|7bdb153b3e1d00082bb7d6c857fedc8802c8799e57dca39f073594a90ca38043|849c785cd17699f03409fdbce5a6bc6fffc269c63392e3fdb8a58361117a68fd|a122ba681964a45c630468c15bc1087d091d48ef940014d074c03c6f3cc9a9cb|c2a7f586c072bd165b7deaf3da735ba4348ad979a5d798e9ce520ca7dd2e8e73|c95e8b1508f8b69960b56926211f5e07660fffb3411483a312eedf35a3a0a461|d351b63067d917be12b485fe441bee4a937e7682dbb2b575dcf375a1dfd179c5|da1154eb417ecba4a58520ac946dc15faec1efee092c5d3b8251fe060c85ab38|e2fa8ef3dc8856ae5764726872e0c17f6e3218d53e0bb3dd10d9d53dbffd2f8a|f2b2ee4fe845400b8f5a645109c8d043ca1bc2351cdf7f1b2d947e6ee916b4bc,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::GovernorBravoImmutable,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,GovernorBravoImmutable,,0,0,7,7,,,,4d6e0f7c71e5fddcbe0c4188ed94f5d7bf5043ce35cb719dc9d3e1b5cc9b79f9,4d6e0f7c71e5fddcbe0c4188ed94f5d7bf5043ce35cb719dc9d3e1b5cc9b79f9,1895976638055aaaddedd1cb05d3d63782fb55d51a584297e81a54ffae18228b|7ce8e93fd03c452d4177030351628d3fc102f3a6539e551a0046be873a896550|9fb38c1698282613a24b120c204b6303f88ce648cf4842f7c67c44101afbfa73|d4ccedf53e3e43c7dbb6c47022a94e1e37929a3933da86e5792ed184e2fe5d37|d6d0db9916e2781155aa7f133607bb62a1867c638bb710610a2d31850dce1b8b|d735fb0fd1b22c66f5a614094671f8576ccf6c87bf6223f57fc44d7962b5afde|efd41d765647bf391a2d6dbaef012eb4fc0f026ba85d67ac710678efc651e0ba,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ComptrollerScenarioG5,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ComptrollerScenarioG5,,0,0,17,17,,,,03fbaa6f909dd74775cb6abdb15edd790da003c9ce2b7f54236c83b6d62afebf,03fbaa6f909dd74775cb6abdb15edd790da003c9ce2b7f54236c83b6d62afebf,0ec9e4febc826b069e93b8b39b5cbc59406af22b23eb5e51c581935bc9f7a946|13f25c0a31afe452a82a400d04b82b0f42fbca2ed7b9c2b520f015a68768f36e|1dae095d7a6a3d191cecd9c7b70da3af51361a0d6d38a61ca3f3a9634f1488be|259d76c5734207bb07b23d164c291ba17a8e195516ebf34ae287c56fc8d5c7bc|270fc02b4039fe9ea7fc08a6766c7aaa7b4209ecc05815cc2b77e78b6a7a2219|4634cdb9aae215e5b3e00c867de57422ef949c0eedf90a6ed674c580587c442a|5877038fe4f0299d7101abaace36603a0a4b07d92a461bbcd45f580296e1cc64|61ac1a53d434f8c3dcf286762bc524769dccde97765a64719198aeb3a7f4e396|71020991dae67b34b6f122d597481cbef7afeacfdfe893c3a5cd27f0a6129e4e|7bdb153b3e1d00082bb7d6c857fedc8802c8799e57dca39f073594a90ca38043|849c785cd17699f03409fdbce5a6bc6fffc269c63392e3fdb8a58361117a68fd|a122ba681964a45c630468c15bc1087d091d48ef940014d074c03c6f3cc9a9cb|c2a7f586c072bd165b7deaf3da735ba4348ad979a5d798e9ce520ca7dd2e8e73|d351b63067d917be12b485fe441bee4a937e7682dbb2b575dcf375a1dfd179c5|da1154eb417ecba4a58520ac946dc15faec1efee092c5d3b8251fe060c85ab38|f2b2ee4fe845400b8f5a645109c8d043ca1bc2351cdf7f1b2d947e6ee916b4bc|fe9cbadf98c10753eba326a78ebbc72f2c90ce1c8496dda0adc27b353e6e69ba,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ComptrollerScenarioG3,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ComptrollerScenarioG3,,0,0,17,17,,,,5b12ffe99e16bd1e14a1c8c67730d2d4334e52ed3de05029d8bca45d79096457,5b12ffe99e16bd1e14a1c8c67730d2d4334e52ed3de05029d8bca45d79096457,0ec9e4febc826b069e93b8b39b5cbc59406af22b23eb5e51c581935bc9f7a946|13f25c0a31afe452a82a400d04b82b0f42fbca2ed7b9c2b520f015a68768f36e|1a9eaa1e179ba74d3f2eda3d81a648eb4778329c86f4136c05bcd40c2f97117c|1baa9407d29e118be9fdb704cf808d415697deced338ae49df44d7fd2bb736e8|1dae095d7a6a3d191cecd9c7b70da3af51361a0d6d38a61ca3f3a9634f1488be|259d76c5734207bb07b23d164c291ba17a8e195516ebf34ae287c56fc8d5c7bc|270fc02b4039fe9ea7fc08a6766c7aaa7b4209ecc05815cc2b77e78b6a7a2219|4634cdb9aae215e5b3e00c867de57422ef949c0eedf90a6ed674c580587c442a|61ac1a53d434f8c3dcf286762bc524769dccde97765a64719198aeb3a7f4e396|7bdb153b3e1d00082bb7d6c857fedc8802c8799e57dca39f073594a90ca38043|849c785cd17699f03409fdbce5a6bc6fffc269c63392e3fdb8a58361117a68fd|a122ba681964a45c630468c15bc1087d091d48ef940014d074c03c6f3cc9a9cb|b7c999b28be005b4197dc581f8dde881df4a9f5f35255c277b0d8b3073c3af90|d351b63067d917be12b485fe441bee4a937e7682dbb2b575dcf375a1dfd179c5|da1154eb417ecba4a58520ac946dc15faec1efee092c5d3b8251fe060c85ab38|f2b2ee4fe845400b8f5a645109c8d043ca1bc2351cdf7f1b2d947e6ee916b4bc|fe9cbadf98c10753eba326a78ebbc72f2c90ce1c8496dda0adc27b353e6e69ba,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ComptrollerScenario,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,ComptrollerScenario,,0,0,19,19,,,,b44d45389997b3f182f90285fb72814c264ecdcb53c3066d96dcf666b48a0e56,b44d45389997b3f182f90285fb72814c264ecdcb53c3066d96dcf666b48a0e56,1abc43f4cca4ca8cfd8eb6857dae7700614284b465bd05a3e9d9445aecfa5547|1dae095d7a6a3d191cecd9c7b70da3af51361a0d6d38a61ca3f3a9634f1488be|1defaaefd96f2b82598a7cae5fed17138164a8e117e4304a826164aea8304476|270fc02b4039fe9ea7fc08a6766c7aaa7b4209ecc05815cc2b77e78b6a7a2219|35b55f10b6c93808cdc419fad3da033b56dbc90821588e505ff62d8955c6b13b|37023dd4245a1d2ae7dbfc8787633e99b78e1c5c9903ee11ea009c919dd3bead|6af21305a75e7c08fd60b5cbfff19d1ddc907513719915c50b3859658b0d5ee9|71577663a569ee7e57d5f2e320a935d386585e29fc56c1f40a6504f9d36d4045|7a5e21dc33fb6f7dd60f2688eb64d3833072fd419733c0ec8188dd0cc94ddc9c|7bd1552e930d65afb74ab832ce05e6595e068f3879d4e6aced45c5395e9c5081|7de7bd0ba16cc08a95eaddf8714e979607187a05c383fd8b2198730870291043|849c785cd17699f03409fdbce5a6bc6fffc269c63392e3fdb8a58361117a68fd|97107f3d3a357a79aaca292b8d7a98943efacc1134de6c3580dd9c368f64266b|9db7bf07d1709d925633f3bdb510c9b9cbbfdc71935e9f65d14a25178612cd3f|abb53a1941e91bc3975e05eab6925b42d1aa3c64517ce4a3475b9228f214282e|c039c24a75fe1c63674208abcc136cd3d40fd447fd5a87aad0dd6bb9cb259ca5|c2a7f586c072bd165b7deaf3da735ba4348ad979a5d798e9ce520ca7dd2e8e73|d351b63067d917be12b485fe441bee4a937e7682dbb2b575dcf375a1dfd179c5|da1154eb417ecba4a58520ac946dc15faec1efee092c5d3b8251fe060c85ab38,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::GovernorBravoDelegate,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f,GovernorBravoDelegate,,0,0,8,8,,,,008177a3e1c7a99729b52da3a2625b3e3f263f086e662308e38c68547d14db06,008177a3e1c7a99729b52da3a2625b3e3f263f086e662308e38c68547d14db06,1895976638055aaaddedd1cb05d3d63782fb55d51a584297e81a54ffae18228b|2affda82991e1f24d8b90aa0a601b7527ba9d7c0aef60bba016add3d46a7c128|7ce8e93fd03c452d4177030351628d3fc102f3a6539e551a0046be873a896550|9fb38c1698282613a24b120c204b6303f88ce648cf4842f7c67c44101afbfa73|d4ccedf53e3e43c7dbb6c47022a94e1e37929a3933da86e5792ed184e2fe5d37|d6d0db9916e2781155aa7f133607bb62a1867c638bb710610a2d31850dce1b8b|d735fb0fd1b22c66f5a614094671f8576ccf6c87bf6223f57fc44d7962b5afde|efd41d765647bf391a2d6dbaef012eb4fc0f026ba85d67ac710678efc651e0ba,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f
