status,clean_split,component_id,component_contracts,component_positive_contracts,component_reentrancy_positive_contracts,reason,split,graph_id,dataset,project,contract,source_file,contract_label,n_pos,n_neg,interaction_count,vulnerability_types,scopes,normalized_contract_hash,contract_signature_hash,family_key
quarantine,,,,,,duplicate_or_label_conflict,val,FORGE::vfp_00156::HyperCoreFlowExecutor,FORGE,vfp_00156,HyperCoreFlowExecutor,HyperCoreFlowExecutor.sol,1,5,8,13,"CWE:CWE-435,CWE-436,CWE-437|CWE:CWE-670,CWE-691",other,55ade0db3cf3364907ea539b5d1373f416581662924a23e5ad6e61a722c5ef4a,94d4da0c21d64d166a6d046296fa1c2c22cef43079060b0c92268cb1e20ed3e4,FORGE::vfp_00156
quarantine,,,,,,duplicate_or_label_conflict,val,FORGE::vfp_00156::DstOFTHandler,FORGE,vfp_00156,DstOFTHandler,,0,0,18,18,,,23e67dcd303ec7b2591bb46353cf2ec5e4f91e1b859eebbfc0c640b488784535,23e67dcd303ec7b2591bb46353cf2ec5e4f91e1b859eebbfc0c640b488784535,FORGE::vfp_00156
quarantine,,,,,,duplicate_or_label_conflict,val,FORGE::vfp_00156::ArbitraryEVMFlowExecutor,FORGE,vfp_00156,ArbitraryEVMFlowExecutor,,1,1,0,1,,,cbd83044fda54bc7a845e36abdd1229be5d77d92eafe9dce7fc22cbf7c3e6384,cbd83044fda54bc7a845e36abdd1229be5d77d92eafe9dce7fc22cbf7c3e6384,FORGE::vfp_00156
quarantine,,,,,,duplicate_or_label_conflict,val,FORGE::vfp_00156::SponsoredCCTPDstPeriphery,FORGE,vfp_00156,SponsoredCCTPDstPeriphery,,0,0,18,18,,,23e67dcd303ec7b2591bb46353cf2ec5e4f91e1b859eebbfc0c640b488784535,23e67dcd303ec7b2591bb46353cf2ec5e4f91e1b859eebbfc0c640b488784535,FORGE::vfp_00156
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseAdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,BaseAdminUpgradeabilityProxy,,0,0,1,1,,,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableAdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,InitializableAdminUpgradeabilityProxy,,0,0,2,2,,,27c19e71fa17cc060e837671d7b98bcfd0485a3e77ede711eff750677690eef0,27c19e71fa17cc060e837671d7b98bcfd0485a3e77ede711eff750677690eef0,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::UpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,UpgradeabilityProxy,,0,0,1,1,,,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,InitializableUpgradeabilityProxy,,0,0,2,2,,,044dfaecd3f2ce4ffa022c7bdb13eaf55e531bf94d5c1cdf5cdc837e58930977,044dfaecd3f2ce4ffa022c7bdb13eaf55e531bf94d5c1cdf5cdc837e58930977,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::AdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,AdminUpgradeabilityProxy,,0,0,1,1,,,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,BaseUpgradeabilityProxy,,0,0,1,1,,,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseImmutableAdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,BaseImmutableAdminUpgradeabilityProxy,,0,0,1,1,,,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableImmutableAdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878,InitializableImmutableAdminUpgradeabilityProxy,,0,0,2,2,,,044dfaecd3f2ce4ffa022c7bdb13eaf55e531bf94d5c1cdf5cdc837e58930977,044dfaecd3f2ce4ffa022c7bdb13eaf55e531bf94d5c1cdf5cdc837e58930977,DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::HeapTestContract,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,HeapTestContract,,0,0,5,5,,,3973b7f3019616a57e212f719d4116910c9d8c1ad0973a8beb3e35e9d368056f,3973b7f3019616a57e212f719d4116910c9d8c1ad0973a8beb3e35e9d368056f,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridgeTestInternal,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,StakingBridgeTestInternal,,0,0,8,8,,,dc0bb1678153080ee9d60f421974aef779151fd764665a348216326fff984cee,dc0bb1678153080ee9d60f421974aef779151fd764665a348216326fff984cee,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridgeTestInternal,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,StabilityPoolBridgeTestInternal,,0,0,8,8,,,b53628f05f93ab3b01c0beeae16124c86db430277af9b6fd1f5fc9db067c1e17,b53628f05f93ab3b01c0beeae16124c86db430277af9b6fd1f5fc9db067c1e17,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TestUtil,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,TestUtil,,0,0,3,3,,,2100ed649ae715de0768f188410bb6e085837a89d9b78d36bf485e4a4f99fc5d,2100ed649ae715de0768f188410bb6e085837a89d9b78d36bf485e4a4f99fc5d,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MinHeap,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,MinHeap,,0,0,1,1,,,85d71b1c9407445ed6177f98d80d6304caa089627ee6cc624945f54d986e1b78,85d71b1c9407445ed6177f98d80d6304caa089627ee6cc624945f54d986e1b78,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::ExampleBridgeContract,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,ExampleBridgeContract,,0,0,1,1,,,458ccb401f00890e52ba12262f77c49867c9c25a2822e959436b68992a51375a,458ccb401f00890e52ba12262f77c49867c9c25a2822e959436b68992a51375a,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TroveBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,TroveBridge,,0,0,4,4,,,3e6174dad8fa84de45027362de3aa42816113044395fc82156ac280d3d9986ca,3e6174dad8fa84de45027362de3aa42816113044395fc82156ac280d3d9986ca,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,StabilityPoolBridge,,0,0,3,3,,,663014548f846ccd4e4444f06acbd2c76bcedace6535b1d99ff79e543f87f170,663014548f846ccd4e4444f06acbd2c76bcedace6535b1d99ff79e543f87f170,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,StakingBridge,,0,0,3,3,,,8ae17ee0c0ebdd564c9362d5905fd2fc9a9bcd283cd7c07be57993dbcdf7e45a,8ae17ee0c0ebdd564c9362d5905fd2fc9a9bcd283cd7c07be57993dbcdf7e45a,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::IssuanceBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,IssuanceBridge,,0,0,1,1,,,f87024a6138f3c21b300a85e6c531a17a820dd7b9740e68f0e66e9b742faf41f,f87024a6138f3c21b300a85e6c531a17a820dd7b9740e68f0e66e9b742faf41f,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::AaveLendingBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,AaveLendingBridge,,0,0,3,3,,,baff7af9c5ad4fb9887ae81287dc3e216a119780c3d23202d7468a453bc6b805,baff7af9c5ad4fb9887ae81287dc3e216a119780c3d23202d7468a453bc6b805,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MStableBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,MStableBridge,,0,0,1,1,,,dc1e571d2b5c0c0ce8d480358f61c8d6318048f4248d2b51299b69b508dd1d2f,dc1e571d2b5c0c0ce8d480358f61c8d6318048f4248d2b51299b69b508dd1d2f,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RaiBridge,DAppSCAN,DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0,RaiBridge,,0,0,4,4,,,656f1f37ca5a40312f077b829548850492c57e3dd74d13832741d6e1e4c26345,656f1f37ca5a40312f077b829548850492c57e3dd74d13832741d6e1e4c26345,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,UpgradeabilityProxy,,0,0,1,1,,,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::AdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,AdminUpgradeabilityProxy,,0,0,1,1,,,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::KaoyaProxy,DAppSCAN,DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37,KaoyaProxy,,0,0,1,1,,,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,40dccfcfccc2c402aa47532a9626a49b396cf5da4cf4e162f47ab8d3f71a1ec3,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37
quarantine,,,,,,duplicate_or_label_conflict,val,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::UniswapV2Factory,DAppSCAN,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63,UniswapV2Factory,,0,0,1,1,,,a4170a1e4bf5c2fba0e35930ac0e79b9d7a6b23c6906f24d1251100ccf709c3f,a4170a1e4bf5c2fba0e35930ac0e79b9d7a6b23c6906f24d1251100ccf709c3f,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63
quarantine,,,,,,duplicate_or_label_conflict,test,FORGE::vfp_00102::OracleLess,FORGE,vfp_00102,OracleLess,OracleLess.sol,1,3,1,4,"CWE:CWE-691,CWE-834|CWE:CWE-693,CWE-807|Reentrancy (heuristic)",other|reentrancy,3819c3cfd13e52d1830653bb88e729dc751efb8fb94f2dfcb88e0fd83ddcc504,2ddd64bb84a17c63fa6ef701ae2dbebd80bfffc5688642ea06a3127b5758247b,FORGE::vfp_00102
quarantine,,,,,,duplicate_or_label_conflict,test,FORGE::vfp_00102::Bracket,FORGE,vfp_00102,Bracket,Bracket.sol,1,1,7,8,"CWE:CWE-670,CWE-691",other,a575b51034fc6731f7c0b9a3e54a33cbeb8d636262559d5fa49ea1e0bb9d8c61,608963a094215d945d8bc8a570ea2a44197ba459303d65fda61de4914145372a,FORGE::vfp_00102
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::BscAprOracle,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,BscAprOracle,,0,0,1,1,,,64597197c856cb54f63bd721c1d7e88f85b8303265d02c0cb75d7c29b2c40e22,64597197c856cb54f63bd721c1d7e88f85b8303265d02c0cb75d7c29b2c40e22,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::AprOracle,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,AprOracle,,0,0,1,1,,,55a16e7b939cd36a84e2f9214302c214804ba1219d3d05607c5bbf6216b08d8c,55a16e7b939cd36a84e2f9214302c214804ba1219d3d05607c5bbf6216b08d8c,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeRoles,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,ExchangeRoles,,0,0,1,1,,,fe7594876cd89c7f450396df743464d7d7ca564931df01363ead23b8eddf97c8,fe7594876cd89c7f450396df743464d7d7ca564931df01363ead23b8eddf97c8,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Share,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,Share,,0,0,8,8,,,e67fb3a3f4e0ca02453e25db9dc722bba8db532e79d0c488964966387896ec48,e67fb3a3f4e0ca02453e25db9dc722bba8db532e79d0c488964966387896ec48,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::FundRoles,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,FundRoles,,0,0,5,5,,,da03ee533e2dab919286e48c2cefefb2b31038440512bf68846723339ade18fa,da03ee533e2dab919286e48c2cefefb2b31038440512bf68846723339ade18fa,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::OrderQueueTestWrapper,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,OrderQueueTestWrapper,,0,0,5,5,,,fa31b8fdb711e8ecb863842dfdc9ae5b9732cb5204406591a9ecd78175298c7b,fa31b8fdb711e8ecb863842dfdc9ae5b9732cb5204406591a9ecd78175298c7b,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Timelock,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,Timelock,,0,0,1,1,,,e17100050ef678ef25b84ffe2d94c61528b8c0d6a15cd8d41ad2a79f2430292c,e17100050ef678ef25b84ffe2d94c61528b8c0d6a15cd8d41ad2a79f2430292c,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ChessRoles,DAppSCAN,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df,ChessRoles,,0,0,5,5,,,b8246d8cefb7f04e031b61137790e037812601652b74f2b696ef7a234980ff12,b8246d8cefb7f04e031b61137790e037812601652b74f2b696ef7a234980ff12,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df
quarantine,,,,,,duplicate_or_label_conflict,test,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::BaseAdminUpgradeabilityProxy,DAppSCAN,DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4,BaseAdminUpgradeabilityProxy,,0,0,1,1,,,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,0c61fd8c76eee61f470d0120755507dcb09826a56eedb0c568f7e83350daadba,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4
