raw_id,dataset,project,file_path,contract,function,line_span,finding_id,title,severity,vulnerability_type,scope,source_available,vtype_recoverable,location_available,evidence_pointer,normalized_source_hash,normalized_contract_hash,converted_to_hyperedge,included_in_graph,graph_id,graph_split,dropped_reason
DAPP::DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol::2,DAppSCAN,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking,createPending,L251,2,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol:251-251,,c2faf23462f7662b932098dab399cd14addde4b3f4751db0dc9f141f986b58f1,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol::3,DAppSCAN,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking,getClaimablePendingPortion,L333,3,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol:333-333,,c2faf23462f7662b932098dab399cd14addde4b3f4751db0dc9f141f986b58f1,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol::4,DAppSCAN,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol,SamuraiLegendsStaking,addReward,L408,4,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Samurai Legends/contract_samurai-legends-tokens-aff9f451dffc6854f29375ac21f8cedba8ee1101/contracts/SamuraiLegendsStaking.sol:408-408,,c2faf23462f7662b932098dab399cd14addde4b3f4751db0dc9f141f986b58f1,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,,,L14,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:14-14,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20,init,L97,1,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:97-97,,4e7e038db40ed1d0fe8c457c8fd3f94cf5ee34ab5ad7c9cd8933dceffe6c56e6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::2,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20,transfer,L109,2,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:109-109,,4e7e038db40ed1d0fe8c457c8fd3f94cf5ee34ab5ad7c9cd8933dceffe6c56e6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::3,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20,balanceOf,L120,3,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:120-120,,4e7e038db40ed1d0fe8c457c8fd3f94cf5ee34ab5ad7c9cd8933dceffe6c56e6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::4,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20,transferFrom,L125,4,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:125-125,,4e7e038db40ed1d0fe8c457c8fd3f94cf5ee34ab5ad7c9cd8933dceffe6c56e6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::5,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20,approve,L142,5,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:142-142,,4e7e038db40ed1d0fe8c457c8fd3f94cf5ee34ab5ad7c9cd8933dceffe6c56e6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol::6,DAppSCAN,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol,InitializableERC20,allowance,L149,6,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Seedefi Fund/code/InitializableERC20.sol:149-149,,4e7e038db40ed1d0fe8c457c8fd3f94cf5ee34ab5ad7c9cd8933dceffe6c56e6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Sekuritance/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Sekuritance/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6,DAppSCAN-source/contracts/Hacken-Sekuritance/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6.sol,,,L13,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-Sekuritance/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6/TokenMintERC20Token0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6.sol:13-13,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-SnapEx/code,DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol,,,L12,0,SWC-103-Floating Pragma,,SWC-103-Floating Pragma,other,True,True,False,DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol:12-12,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-SnapEx/code,DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol,,,L12,1,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-SnapEx/code/SnapToken.sol:12-12,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol,IUniswapV2Router01,addLiquidity,L1144,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol:1144-1144,,ad66593a9cf8f29dc1daa03f7581ad7bd1bb2649e06671e5f77d13f364aa0240,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol,SpaceDogeCoin,_tokenTransfer,L1172,1,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol:1172-1172,,4abc4288b192e06bfb6611e2f382d96f7bf70dd63b041ef468f2af53d087b8b1,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Splash/splash-core-b38add0749f450a528197909005f6666cf609960/src/gameplay/PaidTournaments.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Splash/splash-core-b38add0749f450a528197909005f6666cf609960,DAppSCAN-source/contracts/Hacken-Splash/splash-core-b38add0749f450a528197909005f6666cf609960/src/gameplay/PaidTournaments.sol,PaidTournaments,playTournamentRound,L211,0,SWC-113-DoS with Failed Call,,SWC-113-DoS with Failed Call,other,True,True,True,DAppSCAN-source/contracts/Hacken-Splash/splash-core-b38add0749f450a528197909005f6666cf609960/src/gameplay/PaidTournaments.sol:211-211,,fddf9d19cf16ab23686d0b85276e70d00a493ef5a2ecbad3aba816279aa630e8,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-StudentCoin/stc-erc20-v2-412905ffa414c34b75fa4c52e5993318b2a5f067/STCERC20.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-StudentCoin/stc-erc20-v2-412905ffa414c34b75fa4c52e5993318b2a5f067,DAppSCAN-source/contracts/Hacken-StudentCoin/stc-erc20-v2-412905ffa414c34b75fa4c52e5993318b2a5f067/STCERC20.sol,STCERC20,batchTransfer,L20-21,0,SWC-128-DoS With Block Gas Limit,,SWC-128-DoS With Block Gas Limit,other,True,True,True,DAppSCAN-source/contracts/Hacken-StudentCoin/stc-erc20-v2-412905ffa414c34b75fa4c52e5993318b2a5f067/STCERC20.sol:20-20,,694ad7de902deb0f925a291398fdf52a9afe7562ccfd93530387bd0986eb9d85,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,Staking,adminWithdraw,L444,0,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol:444-444,,d5510a504998fd35eebc885623936d5ceeb8a6136d7fe2900cdad66669d1216e,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,Staking,_checkpoint,L601,1,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol:601-601,,d5510a504998fd35eebc885623936d5ceeb8a6136d7fe2900cdad66669d1216e,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol::2,DAppSCAN,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,Staking,_updateS,L650-L651,2,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol:650-651,,d5510a504998fd35eebc885623936d5ceeb8a6136d7fe2900cdad66669d1216e,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol::3,DAppSCAN,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol,,onlyWhileStakingEnabled,L748-L749,3,SWC-116-Block values as a proxy for time,,SWC-116-Block values as a proxy for time,other,True,True,True,DAppSCAN-source/contracts/Hacken-Talent Protocol/contracts-70acb4924503fad6416ffa44b117ab51bef3fd21/Staking.sol:748-749,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/graph/Graph.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/graph/Graph.sol,Graph,_stake,L86,1,SWC-104-Unchecked Call Return Value,,Unchecked Call Return (SWC-104),unchecked low-level call,True,True,True,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/graph/Graph.sol:86-86,,c1396179e3b766768945f388e237f25af103d12c7e97589b627259115a64b227,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/matic/Matic.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/matic/Matic.sol,Matic,_stake,L88 - L90,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62/contracts/tenderizer/integrations/matic/Matic.sol:88-90,,f35b09728e5906587a03e9473fa3e641fe466671104e0bbbb0145be991be724c,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol,,,L135,1,SWC-104-Unchecked Call Return Value,,Unchecked Call Return (SWC-104),unchecked low-level call,True,True,False,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol:135-135,,,False,False,,,missing_or_NA_function_location
DAPP::DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol::3,DAppSCAN,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol,,,L209,3,SWC-104-Unchecked Call Return Value,,Unchecked Call Return (SWC-104),unchecked low-level call,True,True,False,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/Staking.sol:209-209,,,False,False,,,missing_or_NA_function_location
DAPP::DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/TncToken.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/TncToken.sol,,,L13 - L16,0,SWC-119-Shadowing State Variables,,SWC-119-Shadowing State Variables,other,True,True,False,DAppSCAN-source/contracts/Hacken-The Next War/Contracts-334fe81ea7282ac4f768de077c37a7932c0302de/contracts/TncToken.sol:13-16,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478/TRKContractWithoutMintFn.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478,DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478/TRKContractWithoutMintFn.sol,TRKTestToken,pause,L23,0,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478/TRKContractWithoutMintFn.sol:23-23,,944ae7977c7ec6053378dfc7122580c1059c0ba23dd8274b4c9df64d87b31b31,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478/TRKContractWithoutMintFn.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478,DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478/TRKContractWithoutMintFn.sol,TRKTestToken,unpause,L31,1,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/Hacken-Torekko/TRKContract-4f5cc91756b418cd0eb9eb733ca1c417698fc478/TRKContractWithoutMintFn.sol:31-31,,944ae7977c7ec6053378dfc7122580c1059c0ba23dd8274b4c9df64d87b31b31,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/contracts/TravelCare.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953,DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/contracts/TravelCare.sol,,,L3,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/contracts/TravelCare.sol:3-3,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-VYNKSAFE/code/main.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code/main.sol,,,L3,0,SWC-103-Floating Pragma,,SWC-103-Floating Pragma,other,True,True,False,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code/main.sol:3-3,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-VYNKSAFE/code/main.sol::3,DAppSCAN,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code/main.sol,BUSDVYNCSTAKE,unStake,L215 - L218,3,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/Hacken-VYNKSAFE/code/main.sol:215-218,,a00306cea5d7194c27d04e5980e0590e5994d8ce0f7943caf6076ba0d02abbb6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601/erc20/ERC20.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601,DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601/erc20/ERC20.sol,,,L4,0,SWC-103-Floating Pragma,,SWC-103-Floating Pragma,other,True,True,False,DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601/erc20/ERC20.sol:4-4,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601/erc20/ERC20.sol::1,DAppSCAN,DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601,DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601/erc20/ERC20.sol,,,L4,1,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-Valhalla/Solidity-70de7d9daccb6d812b2ab96f20fb4aa2605e2601/erc20/ERC20.sol:4-4,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWSale.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code,DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWSale.sol,,,L11,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWSale.sol:11-11,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWToken.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code,DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWToken.sol,,,L11,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/Hacken-WOWSwap-V2/code/WOWToken.sol:11-11,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-ZIXXAR INTERNATIONAL DISTRIBUTION SRL/staking-smart-contracts-e6ba771bba2a1e2c438202e246c963da2f3aa00f/Staking.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-ZIXXAR INTERNATIONAL DISTRIBUTION SRL/staking-smart-contracts-e6ba771bba2a1e2c438202e246c963da2f3aa00f,DAppSCAN-source/contracts/Hacken-ZIXXAR INTERNATIONAL DISTRIBUTION SRL/staking-smart-contracts-e6ba771bba2a1e2c438202e246c963da2f3aa00f/Staking.sol,,,L2,0,SWC-103-Floating Pragma,,SWC-103-Floating Pragma,other,True,True,False,DAppSCAN-source/contracts/Hacken-ZIXXAR INTERNATIONAL DISTRIBUTION SRL/staking-smart-contracts-e6ba771bba2a1e2c438202e246c963da2f3aa00f/Staking.sol:2-2,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/Hacken-thrivecoin/thc-smart-contracts-sol-db78d6b4cf6dcb9e49e7a1f146851f77fa872bbf/contracts/ERC20Blockable.sol::0,DAppSCAN,DAppSCAN-source/contracts/Hacken-thrivecoin/thc-smart-contracts-sol-db78d6b4cf6dcb9e49e7a1f146851f77fa872bbf,DAppSCAN-source/contracts/Hacken-thrivecoin/thc-smart-contracts-sol-db78d6b4cf6dcb9e49e7a1f146851f77fa872bbf/contracts/ERC20Blockable.sol,,,L3,0,SWC-103-Floating Pragma,,SWC-103-Floating Pragma,other,True,True,False,DAppSCAN-source/contracts/Hacken-thrivecoin/thc-smart-contracts-sol-db78d6b4cf6dcb9e49e7a1f146851f77fa872bbf/contracts/ERC20Blockable.sol:3-3,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/ImmuneBytes-Aqar Chain-Audit Report/code/aq.sol::0,DAppSCAN,DAppSCAN-source/contracts/ImmuneBytes-Aqar Chain-Audit Report/code,DAppSCAN-source/contracts/ImmuneBytes-Aqar Chain-Audit Report/code/aq.sol,aqarchain,seedusdt,L444,0,SWC-129-Typographical Error,,SWC-129-Typographical Error,other,True,True,True,DAppSCAN-source/contracts/ImmuneBytes-Aqar Chain-Audit Report/code/aq.sol:444-444,,fe751a4e14ba30270d53bc6db473b1a3d0039ca2617326aec8f79a5715ec89e5,False,False,,,outside_priority_interaction_scope
