split,contract_id,source_path,function_name,source_span,interaction_id,review_priority,predicted_score,current_label,proposed_cleaned_label,vulnerability_type,safety_features_present,risk_evidence,protection_evidence,short_explanation,confidence,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,review_source
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::Subscriptions,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/core/Subscriptions.sol,updateStrategy,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/core/Subscriptions.sol#L98-L118,i:updateStrategy,,0.9201898181566671,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary,very high model score,CEI-like state update before external call | owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L8: Strategy storage s = strategies[_startegyId];,"L10: require(s.proxy != address(0), ERR_EMPTY_STRATEGY); | function updateStrategy(
        uint _startegyId,
        uint _templateId,
        bool _active,
        bytes[][] memory _subData,
        bytes[][] memory _triggerData
    ) public","1: function updateStrategy(\n2:         uint _startegyId,\n3:         uint _templateId,\n4:         bool _active,\n5:         bytes[][] memory _subData,\n6:         bytes[][] memory _triggerData\n7:     ) public {\n8:         Strategy storage s = strategies[_startegyId];\n9: \n10:         require(s.proxy != address(0), ERR_EMPTY_STRATEGY);\n11:         require(msg.sender == s.proxy, ERR_SENDER_NOT_OWNER);\n12: \n13:         s.templateId = _templateId;\n14:         s.active = _active;",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::DFSRegistry,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/core/DFSRegistry.sol,addNewContract,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/core/DFSRegistry.sol#L57-L82,i:addNewContract,,0.9094116751704409,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary,very high model score,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L8: entries[_id] = Entry({,"L6: require(!entries[_id].exists, ERR_ENTRY_ALREADY_EXISTS); | function addNewContract(
        bytes32 _id,
        address _contractAddr,
        uint256 _waitPeriod
    ) public onlyOwner","1: function addNewContract(\n2:         bytes32 _id,\n3:         address _contractAddr,\n4:         uint256 _waitPeriod\n5:     ) public onlyOwner {\n6:         require(!entries[_id].exists, ERR_ENTRY_ALREADY_EXISTS);\n7: \n8:         entries[_id] = Entry({\n9:             contractAddr: _contractAddr,\n10:             waitPeriod: _waitPeriod,\n11:             changeStartTime: 0,\n12:             inContractChange: false,\n13:             inWaitPeriodChange: false,\n14:             exists: true",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Witch,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Witch.sol,auction,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Witch.sol#L78-L89,i:auction,top50_weak_or_no_safety,0.8963065395865271,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L5: DataTypes.Vault memory vault = cauldron.vaults(vaultId);,"L4: require (auctions[vaultId].start == 0, ""Vault already under auction"");","1: function auction(bytes12 vaultId)\n2:         external\n3:     {\n4:         require (auctions[vaultId].start == 0, ""Vault already under auction"");\n5:         DataTypes.Vault memory vault = cauldron.vaults(vaultId);\n6:         auctions[vaultId] = Auction({\n7:             owner: vault.owner,\n8:             start: block.timestamp.u32()\n9:         });\n10:         cauldron.grab(vaultId, address(this));\n11:         emit Auctioned(vaultId, block.timestamp.u32());\n12:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::ExposedLeveragedPool,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a/contracts/test-utilities/ExposedLeveragedPool.sol,initialize,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a/contracts/test-utilities/ExposedLeveragedPool.sol#L51-L89,i:initialize,,0.8522930837658679,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|contract_many_risky_interactions|contract_inheritance_modifier_summary,state update after external call,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L15: governance = initialization._owner;,"L2: require(initialization._feeAddress != address(0), ""Fee address cannot be 0 address"");","1: function initialize(ILeveragedPool.Initialization calldata initialization) external override initializer {\n2:         require(initialization._feeAddress != address(0), ""Fee address cannot be 0 address"");\n3:         require(initialization._quoteToken != address(0), ""Quote token cannot be 0 address"");\n4:         require(initialization._oracleWrapper != address(0), ""Oracle wrapper cannot be 0 address"");\n5:         require(initialization._settlementEthOracle != address(0), ""Keeper oracle cannot be 0 address"");\n6:         require(initialization._owner != address(0), ""Owner cannot be 0 address"");\n7:         require(initialization._keeper != address(0), ""Keeper cannot be 0 address"");\n8:         require(initialization._longToken != address(0), ""Long token cannot be 0 address"");\n9:         require(initialization._shortToken != address(0), ""Short token cannot be 0 address"");\n10:         require(initialization._poolCommitter != address(0), ""PoolCommitter cannot be 0 address"");\n11: \n12:         require(initialization._fee < PoolSwapLibrary.WAD_PRECISION, ""Fee >= 100%"");\n13: \n14:         // set the owner of the pool. This is governance when deployed from the factory",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::LeveragedPool,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a/contracts/implementation/LeveragedPool.sol,initialize,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a/contracts/implementation/LeveragedPool.sol#L51-L89,i:initialize,,0.8522930837658679,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|contract_many_risky_interactions|contract_inheritance_modifier_summary,state update after external call,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L15: governance = initialization._owner;,"L2: require(initialization._feeAddress != address(0), ""Fee address cannot be 0 address"");","1: function initialize(ILeveragedPool.Initialization calldata initialization) external override initializer {\n2:         require(initialization._feeAddress != address(0), ""Fee address cannot be 0 address"");\n3:         require(initialization._quoteToken != address(0), ""Quote token cannot be 0 address"");\n4:         require(initialization._oracleWrapper != address(0), ""Oracle wrapper cannot be 0 address"");\n5:         require(initialization._settlementEthOracle != address(0), ""Keeper oracle cannot be 0 address"");\n6:         require(initialization._owner != address(0), ""Owner cannot be 0 address"");\n7:         require(initialization._keeper != address(0), ""Keeper cannot be 0 address"");\n8:         require(initialization._longToken != address(0), ""Long token cannot be 0 address"");\n9:         require(initialization._shortToken != address(0), ""Short token cannot be 0 address"");\n10:         require(initialization._poolCommitter != address(0), ""PoolCommitter cannot be 0 address"");\n11: \n12:         require(initialization._fee < PoolSwapLibrary.WAD_PRECISION, ""Fee >= 100%"");\n13: \n14:         // set the owner of the pool. This is governance when deployed from the factory",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::PoolRegistry,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/PoolRegistry.sol,_authenticateCaller,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/PoolRegistry.sol#L68-L73,i:_authenticateCaller,,0.8513574062121607,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,"L4: bytes32 roleId = keccak256(abi.encodePacked(address(this), msg.sig));","L5: require(_authorizer.hasRole(roleId, msg.sender), ""SENDER_NOT_ALLOWED""); | function _authenticateCaller() internal view","1: function _authenticateCaller() internal view {\n2:         // Each external function is dynamically assigned a role ID in the Authorizer as the hash of the Vault's address\n3:         // and the function selector.\n4:         bytes32 roleId = keccak256(abi.encodePacked(address(this), msg.sig));\n5:         require(_authorizer.hasRole(roleId, msg.sender), ""SENDER_NOT_ALLOWED"");\n6:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::LidoOracle,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.4.24/oracle/LidoOracle.sol,reportBeacon,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.4.24/oracle/LidoOracle.sol#L425-L468,i:reportBeacon,top50_weak_or_no_safety,0.8344422638854792,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L2: BeaconSpec memory beaconSpec = _getBeaconSpec();,"L4: require(_epochId >= expectedEpoch, ""EPOCH_IS_TOO_OLD"");","1: function reportBeacon(uint256 _epochId, uint64 _beaconBalance, uint32 _beaconValidators) external {\n2:         BeaconSpec memory beaconSpec = _getBeaconSpec();\n3:         uint256 expectedEpoch = EXPECTED_EPOCH_ID_POSITION.getStorageUint256();\n4:         require(_epochId >= expectedEpoch, ""EPOCH_IS_TOO_OLD"");\n5: \n6:         // if expected epoch has advanced, check that this is the first epoch of the current frame\n7:         // and clear the last unsuccessful reporting\n8:         if (_epochId > expectedEpoch) {\n9:             require(_epochId == _getFrameFirstEpochId(_getCurrentEpochId(beaconSpec), beaconSpec), ""UNEXPECTED_EPOCH"");\n10:             _clearReportingAndAdvanceTo(_epochId);\n11:         }\n12: \n13:         uint128 beaconBalanceEth1 = DENOMINATION_OFFSET * uint128(_beaconBalance);\n14:         emit BeaconReported(_epochId, beaconBalanceEth1, _beaconValidators, msg.sender);",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::GeneralPoolsBalance,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/GeneralPoolsBalance.sol,_registerGeneralPoolTokens,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/GeneralPoolsBalance.sol#L45-L55,i:_registerGeneralPoolTokens,top50_weak_or_no_safety,0.8207542049644575,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|contract_inheritance_modifier_summary,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L2: EnumerableMap.IERC20ToBytes32Map storage poolBalances = _generalPoolsBalances[poolId];,"L6: require(token != IERC20(0), ""ZERO_ADDRESS_TOKEN"");","1: function _registerGeneralPoolTokens(bytes32 poolId, IERC20[] memory tokens) internal {\n2:         EnumerableMap.IERC20ToBytes32Map storage poolBalances = _generalPoolsBalances[poolId];\n3: \n4:         for (uint256 i = 0; i < tokens.length; ++i) {\n5:             IERC20 token = tokens[i];\n6:             require(token != IERC20(0), ""ZERO_ADDRESS_TOKEN"");\n7:             bool added = poolBalances.set(token, 0);\n8:             require(added, ""TOKEN_ALREADY_REGISTERED"");\n9:             // No need to delete the balance entries, since they already are zero\n10:         }\n11:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::Swaps,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/Swaps.sol,_authenticateCaller,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/Swaps.sol#L68-L73,i:_authenticateCaller,,0.8104697530577435,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,"L4: bytes32 roleId = keccak256(abi.encodePacked(address(this), msg.sig));","L5: require(_authorizer.hasRole(roleId, msg.sender), ""SENDER_NOT_ALLOWED""); | function _authenticateCaller() internal view","1: function _authenticateCaller() internal view {\n2:         // Each external function is dynamically assigned a role ID in the Authorizer as the hash of the Vault's address\n3:         // and the function selector.\n4:         bytes32 roleId = keccak256(abi.encodePacked(address(this), msg.sig));\n5:         require(_authorizer.hasRole(roleId, msg.sender), ""SENDER_NOT_ALLOWED"");\n6:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::Vault,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/Vault.sol,_authenticateCaller,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/Vault.sol#L68-L73,i:_authenticateCaller,,0.8104697530577435,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,"L4: bytes32 roleId = keccak256(abi.encodePacked(address(this), msg.sig));","L5: require(_authorizer.hasRole(roleId, msg.sender), ""SENDER_NOT_ALLOWED""); | function _authenticateCaller() internal view","1: function _authenticateCaller() internal view {\n2:         // Each external function is dynamically assigned a role ID in the Authorizer as the hash of the Vault's address\n3:         // and the function selector.\n4:         bytes32 roleId = keccak256(abi.encodePacked(address(this), msg.sig));\n5:         require(_authorizer.hasRole(roleId, msg.sender), ""SENDER_NOT_ALLOWED"");\n6:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingV2TestWrapper,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/test/StakingV2TestWrapper.sol,_initializeStaking,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/test/StakingV2TestWrapper.sol#L131-L135,i:_initializeStaking,top50_most_ambiguous|top50_weak_or_no_safety,0.7723485282452226,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_before_external_call|require_assert_guard_before_call,,CEI-like state update before external call | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L3: _checkpointTimestamp = block.timestamp;,L2: require(_checkpointTimestamp == 0);,1: function _initializeStaking() internal {\n2:         require(_checkpointTimestamp == 0);\n3:         _checkpointTimestamp = block.timestamp;\n4:         _rate = IChessSchedule(chessSchedule).getRate(block.timestamp);\n5:     },phase1b_packet
val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::InterestRateBallot,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/InterestRateBallot.sol,cast,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/InterestRateBallot.sol#L68-L100,i:cast,top50_most_ambiguous|top50_weak_or_no_safety,0.7687889004945232,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L4: IVotingEscrow.LockedBalance memory lockedBalance =,"L2: require(option < maxOption, ""Invalid option"");","1: function cast(uint256 option) external {\n2:         require(option < maxOption, ""Invalid option"");\n3: \n4:         IVotingEscrow.LockedBalance memory lockedBalance =\n5:             votingEscrow.getLockedBalance(msg.sender);\n6:         Voter memory voter = voters[msg.sender];\n7:         uint256 weight = getWeight(option);\n8:         require(lockedBalance.amount > 0, ""Zero value"");\n9: \n10:         // update scheduled unlock\n11:         scheduledUnlock[voter.unlockTime] -= voter.amount;\n12:         scheduledUnlock[lockedBalance.unlockTime] += lockedBalance.amount;\n13: \n14:         scheduledWeightedUnlock[voter.unlockTime] -= voter.amount * voter.weight;",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::BancorNetwork,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/BancorNetwork.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/BancorNetwork.sol#L56-L74,i:updateRegistry,top50_most_ambiguous,0.74434520392669,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,state update after external call,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestBancorNetwork,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestBancorNetwork.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestBancorNetwork.sol#L56-L74,i:updateRegistry,top50_most_ambiguous,0.74434520392669,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,state update after external call,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::UniswapV3Oracle,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/uniswap/UniswapV3Oracle.sol,_peek,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/uniswap/UniswapV3Oracle.sol#L73-L87,i:_peek,top50_most_ambiguous|top50_weak_or_no_safety,0.7342816283824258,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L5: Source memory source = sources[base][quote];,"L7: require(source.source != address(0), ""Source not found"");","1: function _peek(bytes6 base, bytes6 quote, uint256 amount)\n2:         private view\n3:         returns (uint256 value, uint256 updateTime)\n4:     {\n5:         Source memory source = sources[base][quote];\n6:         SourceData memory sourceData;\n7:         require(source.source != address(0), ""Source not found"");\n8:         sourceData = sourcesData[source.source];\n9:         if (source.inverse) {\n10:             value = UniswapV3OracleLibraryMock.consult(sourceData.factory, sourceData.quoteToken, sourceData.baseToken, sourceData.fee, amount, secondsAgo);\n11:         } else {\n12:             value = UniswapV3OracleLibraryMock.consult(sourceData.factory, sourceData.baseToken, sourceData.quoteToken, sourceData.fee, amount, secondsAgo);\n13:         }\n14:         updateTime = block.timestamp - secondsAgo;",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::CompositeMultiOracle,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/composite/CompositeMultiOracle.sol,_peek,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/composite/CompositeMultiOracle.sol#L84-L92,i:_peek,top50_most_ambiguous|top50_weak_or_no_safety,0.6933014007300455,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call,,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L5: IOracle source = sources[base][quote];,"L6: require (address(source) != address(0), ""Source not found"");","1: function _peek(bytes6 base, bytes6 quote, uint256 amountBase, uint256 updateTimeIn)\n2:         private view\n3:         returns (uint amountQuote, uint updateTimeOut)\n4:     {\n5:         IOracle source = sources[base][quote];\n6:         require (address(source) != address(0), ""Source not found"");\n7:         (amountQuote, updateTimeOut) = source.peek(base, quote, amountBase);\n8:         updateTimeOut = (updateTimeOut < updateTimeIn) ? updateTimeOut : updateTimeIn;                 // Take the oldest update time\n9:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::WeightedPool,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/pools/weighted/WeightedPool.sol,_onInitializePool,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/pools/weighted/WeightedPool.sol#L201-L223,i:_onInitializePool,top50_most_ambiguous,0.6880188631001686,0,wrong_scope_or_other_vulnerability,reentrancy,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,state update after external call,require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,L7: WeightedPool.JoinKind kind = userData.joinKind();,"L8: require(kind == WeightedPool.JoinKind.INIT, ""UNINITIALIZED"");","1: function _onInitializePool(\n2:         bytes32,\n3:         address,\n4:         address,\n5:         bytes memory userData\n6:     ) internal override returns (uint256, uint256[] memory) {\n7:         WeightedPool.JoinKind kind = userData.joinKind();\n8:         require(kind == WeightedPool.JoinKind.INIT, ""UNINITIALIZED"");\n9: \n10:         uint256[] memory amountsIn = userData.initialAmountsIn();\n11:         require(amountsIn.length == _totalTokens, ""ERR_AMOUNTS_IN_LENGTH"");\n12:         _upscaleArray(amountsIn, _scalingFactors());\n13: \n14:         uint256[] memory normalizedWeights = _normalizedWeights();",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::PriceOracle,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/oracles/PriceOracle.sol,pause,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/oracles/PriceOracle.sol#L34-L40,i:pause,top50_most_ambiguous,0.669358748014325,0,wrong_scope_or_other_vulnerability,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,,owner/access-control signal | require/assert/revert guard before call,"No clear external call line or call member is available, so this is not suitable as reentrancy supervision.",medium,,,L2: require( | function pause() external,"1: function pause() external {\n2:         require(\n3:             _acl.isPausableAdmin(msg.sender),\n4:             Errors.ACL_CALLER_NOT_PAUSABLE_ADMIN\n5:         ); // T:[ACLT-1]\n6:         _pause();\n7:     }",phase1b_packet
